,0
L0,-5523.078044116457
LL,-1706.6630330465027
Lv,0.0
b0_crosswalk_g,-2.54
b0_length_g,-2.0
b0_vegetation_l,0.1
beta_crosswalk_g,-1.2709463127220297
beta_length_g,-0.4222749804382771
beta_vegetation_l,5.4349445478746805
mu_g,1.6644844322290868
runtime,70.0776641368866
se_crosswalk_g,1.1759459864258879
se_length_g,0.18235471464649824
se_mu_g,0.7846377433489549
se_vegetation_l,0.7204981249421643
t_crosswalk_g,-1.0807863008954017
t_length_g,-2.3156789845377657
t_mu_g,0.8468677907246277
t_vegetation_l,7.543315325506161
