,0
L0,-1764.0011032385225
LL,-1706.6630330464848
Lv,0.0
b0_crosswalk_g,-1.2
b0_length_g,-0.3
b0_vegetation_l,1.0
beta_crosswalk_g,-1.2709463205669635
beta_length_g,-0.422275029154901
beta_vegetation_l,5.434943243807164
mu_g,1.6644846765396448
runtime,69.31202292442322
se_crosswalk_g,0.3360493658903819
se_length_g,0.03430603027997622
se_mu_g,0.08119500541805073
se_vegetation_l,1.266167248027948
t_crosswalk_g,-3.7820226715783822
t_length_g,-12.309061284813678
t_mu_g,8.183812207640065
t_vegetation_l,4.2924370791236885
