,0
L0,-1738.4696630644646
LL,-1689.4645135824123
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
b0_skylen_l,0.0
beta_crosswalk_g,-0.8171192024597894
beta_greenlen_l,0.07736410537192107
beta_length_g,-0.2899195468938159
beta_sidewalklen_g,0.06211171266925785
beta_skylen_l,0.06503421057109668
gamma,1.0
mu_g,1.2744461719756086
runtime,32.86040210723877
se_crosswalk_g,0.1598703017813006
se_greenlen_l,1.1309212336343715
se_length_g,0.14311646860774382
se_mu_g,1.936668849299142
se_sidewalklen_g,0.040298279379771124
se_skylen_l,1.0620869821763133
t_crosswalk_g,-5.111138174853715
t_greenlen_l,0.06840804034008702
t_length_g,-2.0257595070238392
t_mu_g,0.14171042823089117
t_sidewalklen_g,1.541299371219224
t_skylen_l,0.06123247122174084
