,0
L0,-1764.0011032385225
LL,-1735.094382720451
Lv,0.0
b0_crosswalk_g,-1.2
b0_length_g,-0.3
b0_vegetation_l,1.0
beta_crosswalk_g,-0.9006843260509535
beta_length_g,-0.29430232000876944
beta_vegetation_l,3.3137845583070633
mu_g,1.0
runtime,55.451064109802246
se_crosswalk_g,0.06868363164314095
se_length_g,0.006967715801096731
se_vegetation_l,0.6720907865820465
t_crosswalk_g,-13.113522166833468
t_length_g,-42.23799138915019
t_vegetation_l,4.930560907045745
