,0
L0,-5523.078044116457
LL,-1706.6630330483224
Lv,0.0
b0_crosswalk_g,-2.54
b0_length_g,-2.0
b0_vegetation_l,0.1
beta_crosswalk_g,-1.270949159194276
beta_length_g,-0.4222755992925841
beta_vegetation_l,5.434963925752057
mu_g,1.6644898406851838
runtime,49.11581993103027
se_crosswalk_g,0.5445761678460742
se_length_g,0.16786748484086209
se_mu_g,0.7458048157189886
se_vegetation_l,1.7090798993798
t_crosswalk_g,-2.3338317653913805
t_length_g,-2.515529434976048
t_mu_g,0.8909701662955695
t_vegetation_l,3.180052569645413
