,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
L0,-1743.9157552266186,-1813.8524327789125,-1682.9612218953978,-1856.5621284536103,-1630.6264351182701,-1638.9162179900088,-1749.2166285647252,-1647.7679144118677,-1671.2886761910456,-1607.4026855142693,-1734.3285303375444,-1640.5428878821447,-1846.32209187598,-1679.2510479518005,-1672.3285339311124,-1579.2858030214384,,-1658.0265093606533,-1821.3285654707627,-1632.9553474096858,-1568.0573563922087,-1748.50572147847,-1793.3004021042318,-1825.8494694005367,-1643.0659112634312,-1862.5329988536407,-1747.8413081074752,-1873.5107413970302,-1764.5342648471005,-1773.341593113757,-1758.2052262358393,,-1646.8708463795722,-1874.9520301647565,-1813.974664523413,-1571.7637900995326,-1728.6548640317403,-1682.0304091275525,,-1807.7787646954457,-1656.1691499373574,-1738.58864943771,-1961.6601197061818,-1822.3186838976087,-1819.9640437080986,-1836.0254777042621,-1549.2329292162106,,-1752.4372844152024,-1629.7425031253686,-1697.147152638953,-1621.7450752453756,-1794.327711074717,-1756.1397799836845,-1856.4759930049765,-1589.2531098619424,-1909.3500750624455,-1707.3666953616196,-1956.2739318431297,-1906.2529592484047,-1896.038765052854,-1641.497291478691,-1571.575735638258,-1882.6854226640824,-1784.2634738729394,-1876.2479107778313,-1756.5486863292751,-2046.7421775227324,-1800.5111807446642,-1592.4177394255978,-1923.0572619924262,-1831.2113606366343,-1871.2029857009302,-1692.9847253733567,-1628.5155235241486,-1758.1611698832676,-1965.8035233315582,,-1611.8904338085824,-1645.9141166852946,-1815.37811958458,-1593.1871921466325,-1734.2530062839598,-1722.4346980703533,-1781.493095041298,-1618.1271493628683,-1877.7354150002996,-1920.7680054856114,-1658.999866090343,-1640.6815906951674,-1519.285241713261,-1679.2845150807686,-1787.1195335867158,-1808.9032202185947,-1752.1279064400296,-1642.4657341927239,-1788.4225629681894,-1727.952427064271,-1612.8807790634094,-1621.3419402750044,-1944.4158442961764,-1922.5027648035943,-1703.828227623179,-1723.1105287445012,-1691.3358835317326,-1801.2791715597382,-1684.1874170237604,-1889.5429337053795,-1619.5991171330404,,-1705.8365714675035,,-1660.2911732376278,,-1715.1155873622943,-1779.6919161140047,-1883.540227087012,-1832.0996416812086,-1683.2218193780616,-1801.1721264534078,,-1757.1051946893128,-1707.7431882259423,-1795.8981374590164,-1696.248606532988
LL,-1721.1158559828796,-1793.101893580168,-1646.8340702646444,-1834.3231317329794,-1596.2351850940388,-1614.2753687987058,-1721.5939663385734,-1623.982219377812,-1649.9432660471805,-1578.8494428381114,-1708.4329664772415,-1610.5893331366233,-1830.7772230132935,-1659.3254340997214,-1640.747604014324,-1533.7704366578325,,-1630.4037408878282,-1805.2899829747748,-1604.7905533963306,-1542.10232863557,-1738.0681503594353,-1761.645075789038,-1792.309747981931,-1611.0809607413994,-1828.7642058241324,-1731.157665924821,-1849.4458972024993,-1751.565201666294,-1754.8733656644174,-1744.299042590627,,-1621.4307181844765,-1832.2229984805763,-1796.6946188974055,-1531.9834139346983,-1690.5357929772015,-1656.7768756418563,,-1793.502106144508,-1631.3610951393107,-1728.525524574972,-1929.443304742458,-1809.5142705839014,-1790.5419922309252,-1818.833673978973,-1530.9583687896877,,-1737.2996633572552,-1591.9695255137938,-1680.3169476283617,-1577.5399866902478,-1760.9052823898926,-1730.8876370745925,-1835.7485302290004,-1565.3947017062906,-1875.1775566798203,-1692.9570932977665,-1941.954403232209,-1876.3221326233504,-1870.0032233035906,-1610.64476080799,-1540.7291959934569,-1853.2654677506157,-1765.406737529208,-1852.0099326278303,-1731.6988613587623,-2019.87253873991,-1777.5190780053388,-1573.7069489554378,-1908.6745106901378,-1808.9527993752906,-1841.7618439872197,-1648.5836541318042,-1580.7703770345204,-1735.818210117645,-1938.6931635927958,,-1582.8466970486536,-1607.9864279131646,-1796.1498351598075,-1552.1093401271628,-1704.591152265933,-1689.1722307256996,-1754.0010977249747,-1601.880798370691,-1858.057188377132,-1899.669066445838,-1646.7333329750313,-1608.3585656209923,-1498.4199581354294,-1667.173291086417,-1771.0151101162423,-1788.6223100806608,-1734.3085694798667,-1617.3751212138618,-1762.4545411294378,-1719.2082200135355,-1588.8365053367625,-1602.8321445815538,-1925.1621588953356,-1891.080975139434,-1685.8597540236988,-1699.7318905769337,-1641.6458043257992,-1764.1601598888892,-1662.2989128548957,-1879.3293628203053,-1588.7034984457503,,-1670.1437415289265,,-1622.3238845534252,,-1682.6009368684186,-1761.5395363177715,-1858.52350495823,-1800.2622118977336,-1659.7139918125015,-1760.8084130363309,,-1732.2332283931992,-1678.0713622071053,-1781.003152041571,-1665.7487340608432
Lv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
runtime,52.310495138168335,42.213289976119995,44.17588472366333,40.17783999443054,39.34132194519043,47.1049861907959,48.36612582206726,53.296281814575195,39.73388123512268,42.95352506637573,45.524301052093506,43.209288120269775,36.91792321205139,52.273934841156006,41.810184955596924,46.26377201080322,,41.34361815452576,42.780633211135864,41.38595986366272,46.45564794540405,41.11728882789612,51.70785999298096,42.970574140548706,40.30607581138611,42.49492931365967,46.43052077293396,42.719735860824585,49.681154012680054,54.60147786140442,44.47937202453613,,42.02955389022827,43.14230728149414,39.66753172874451,49.47135591506958,42.24332308769226,58.02030110359192,,47.29553985595703,37.52063608169556,39.00105690956116,42.754985094070435,51.54072189331055,48.7419650554657,45.397594928741455,43.64241695404053,,39.7374792098999,45.02601504325867,37.94305205345154,41.76891613006592,46.29216909408569,42.11836886405945,44.94764709472656,42.78679609298706,47.089324951171875,44.735995054244995,46.59850597381592,42.752156257629395,48.03343987464905,45.8977267742157,44.5827739238739,46.17318511009216,45.24943733215332,44.02659320831299,45.82937979698181,40.13148093223572,42.37075710296631,44.485212087631226,47.56738805770874,43.216487884521484,51.050204277038574,36.56678509712219,40.05441617965698,44.03022217750549,55.15139102935791,,40.97411108016968,47.87671518325806,43.92139983177185,39.44656205177307,46.97213077545166,43.700292110443115,42.95112609863281,50.68007016181946,35.3886399269104,38.25171494483948,35.75686812400818,44.55191493034363,42.014167070388794,33.70321202278137,44.61402773857117,38.23687481880188,32.41138315200806,36.481138944625854,36.4288010597229,49.19750237464905,37.74490404129028,36.88752102851868,39.88485908508301,38.33835482597351,48.34647798538208,41.61278486251831,34.90602207183838,41.901185035705566,36.09648680686951,35.023290157318115,36.56971526145935,,33.86511301994324,,36.424744844436646,,44.665878772735596,46.603667974472046,39.88525104522705,32.737030267715454,30.12964415550232,39.535521030426025,,36.58856010437012,41.35944890975952,39.359559059143066,45.79053497314453
beta_length_g,-0.3137172448857864,-0.31750362367503987,-0.33772608921112,-0.30168029757195947,-0.3216004983781261,-0.309968524436029,-0.32141576786293524,-0.3189612358592143,-0.33475685720378534,-0.3224721347840293,-0.3082717830269556,-0.3169920306999127,-0.2988960989854537,-0.3112787957326772,-0.32724700616589314,-0.32816437147929783,,-0.3111331050546297,-0.3182799413927966,-0.3186524910687661,-0.33701465616430937,-0.32175726422215495,-0.32687440965922,-0.32183167214071856,-0.32347236494700227,-0.30158872362113065,-0.31865863377745923,-0.30902387994879765,-0.3119385965409698,-0.3065634322419746,-0.307050272803356,,-0.31341040130458864,-0.30479506887167607,-0.3169187822874033,-0.3152580463646464,-0.3113275389573753,-0.3059995925717267,,-0.31660390085998946,-0.3255849613658451,-0.3185738057611686,-0.31666862500600973,-0.2990662571190128,-0.3110142740233195,-0.29150859389188677,-0.327070216685469,,-0.3078431640442145,-0.32120145586630633,-0.3184076475416811,-0.30492406018699997,-0.3226896213829314,-0.32106234143632234,-0.3150257355827297,-0.33258333466402173,-0.30971874662337756,-0.31687392390342684,-0.305219754596321,-0.3030458100818199,-0.30610195383606215,-0.3254165542341641,-0.33326896002454065,-0.3117491518557287,-0.3156290852706228,-0.29756564405062047,-0.3123887310659075,-0.2948436022729856,-0.3081657329918844,-0.30872566437706644,-0.30420650672805444,-0.3119783125786022,-0.3163837150007348,-0.3172424575855724,-0.3183963354930984,-0.30524977109866663,-0.29376449114436215,,-0.3369342712268623,-0.34226055222610985,-0.3054709184709887,-0.3398911863198487,-0.31677871914172073,-0.31882744783542244,-0.3081092248632733,-0.3192743151173532,-0.3056478414621359,-0.3013043760796025,-0.30450890784768625,-0.3090826784425116,-0.33267291467107335,-0.319877550126096,-0.3022581440056474,-0.30345069345352793,-0.30726063322283986,-0.32129512539459804,-0.31714327610815624,-0.29987623712419154,-0.32560922629897665,-0.3128617980568427,-0.3008486487009224,-0.29515130106830045,-0.3107903351183363,-0.3111850037240251,-0.32478544912903007,-0.302821192979543,-0.31856998803168646,-0.30176338817302367,-0.3214720101518736,,-0.32891576620103835,,-0.3059964355429402,,-0.3085781229454363,-0.301574184920997,-0.3053985684726642,-0.30756837600579934,-0.3042544028193376,-0.30421515741710287,,-0.31185226170027724,-0.3180273183508103,-0.30174161416614104,-0.3225849379210839
se_length_g,0.07384517998889475,0.3259156243122552,0.048459291388116665,0.03199961098098394,0.023341689421315905,0.04022487075853165,0.021428684448278126,0.09743059339552933,0.5110302847153531,0.0340329017029639,0.04721193318444059,0.13253340170474007,0.03710461559290486,0.2225469103950149,0.016877817137876023,0.017552440136667725,,0.018664604133270063,0.3658806512719428,0.18910918802895005,0.07733496226353836,0.06762832871021203,0.20271716372273052,0.02302505254630103,0.14380687991533198,0.08290502138917688,0.08928927854450266,0.03411575082073686,0.21827286911123875,0.10601226235272421,0.050076175498944636,,0.2920455181459955,0.06769303613088455,0.025036876741087604,0.32538409011326225,0.12017366541083711,0.01876311533207365,,0.10527369617252627,0.13236702427611288,0.038168642264105435,0.03019107675977526,0.10880801199202389,0.025434348366421243,0.11992944624105109,0.10380841258051655,,0.014682077368014886,0.34748624778792997,0.30961920961491773,0.09351991412983485,0.011812621411630267,0.019882556271499825,0.027389458260556016,0.19684364708686888,0.18529320734399055,0.21694884394790748,0.14033215508977806,0.09015251298313492,0.04255638531280816,0.049457486770464715,0.2311154089125248,0.09451158153528176,0.15292885750413462,0.17533414645892972,0.03348850726160723,0.02041104440304591,0.4733624756332921,0.01292379365606155,0.40531995660744036,0.028289559923058035,0.03270125106577108,0.008337712999974246,0.0680645157115259,0.01267519892761181,0.3339880804616236,,0.009139567786333801,0.035603814336998205,0.009756096058631735,0.05280956012007143,0.014799946755128471,0.012136415365752985,0.036899104034170536,0.121725451770982,0.11240000149001546,0.20167460127889672,0.13060923175821962,0.08205787964528016,0.17589220329580016,0.14008902086287633,0.1131354044222054,0.12697442049655844,0.025208129350882173,0.3695024822049768,0.11678050353841742,0.06117410852944907,0.042539397631490075,0.008357758519722048,0.14997131087889462,0.0745952398714537,0.20449974709192564,0.020055943785721928,0.1498089800265052,0.11055089407921612,0.10051134616610097,0.10408265472972911,0.11093922521104167,,0.015700424878589032,,0.010197060631736154,,0.23076198439171652,0.14716528406196855,0.25115239187835803,0.1550552919689681,0.15083358697256957,0.050778573353971033,,0.20365673109404953,0.022452655047491228,0.13070373727288814,0.06019526423204494
t_length_g,-4.24831038306041,-0.974189636796437,-6.969274199786137,-9.427623909279264,-13.777944371260324,-7.705892364372234,-14.999323390044236,-3.2737277352336243,-0.655062659134276,-9.475305326549497,-6.529531036626801,-2.3917897422274907,-8.055496444561161,-1.3987109287662791,-19.38917832161531,-18.69622507891366,,-16.669686795019036,-0.8699009917204757,-1.6850185566868634,-4.3578563472475365,-4.7577290516950015,-1.6124653860405596,-13.977456576637467,-2.2493525006414887,-3.637761845635355,-3.568834231521275,-9.058099924946136,-1.4291221708456858,-2.8917733235611567,-6.1316638050728764,,-1.0731560042223032,-4.5026059738605095,-12.658079742323174,-0.9688797207475907,-2.5906469432636627,-16.308570680085907,,-3.0074359728106037,-2.4597135362557254,-8.346479907690137,-10.488815206084984,-2.7485683420163554,-12.228120396193228,-2.4306673884407983,-3.1507101260390113,,-20.96727570138373,-0.9243573174796109,-1.0283846662411347,-3.2605254509073878,-27.317359131244416,-16.147940790518042,-11.501714732211523,-1.6895812467711986,-1.6715062093366178,-1.4605928205799188,-2.1749808830417763,-3.36147934266138,-7.192856056407941,-6.579722818194193,-1.4420023381075386,-3.298528569637265,-2.063894875184622,-1.6971345859337346,-9.328236956803517,-14.445297185722968,-0.651014283672575,-23.888161061149965,-0.7505342428097709,-11.028036965831955,-9.674972812642594,-38.04909782653257,-4.677860881910042,-24.08244421582266,-0.8795657938999913,,-36.86544912229579,-9.613030474390632,-31.310773964830158,-6.436167723174532,-21.4040445133325,-26.270314440217852,-8.350046239007531,-2.6229051564174575,-2.719286809700681,-1.4940125041473482,-2.3314501107500973,-3.7666422746799495,-1.8913454288341198,-2.2833877212918954,-2.6716494765658196,-2.3898568882364204,-12.188950197214341,-0.8695344168658755,-2.715721087842589,-4.902012376360692,-7.654298002046513,-37.43369676433861,-2.006041335091515,-3.956704229075745,-1.519759019450677,-15.515849418443299,-2.167997199310528,-2.739201663647823,-3.169492800397187,-2.899266827471024,-2.897730802971912,,-20.949481860811744,,-30.00829813550311,,-1.3372138559080318,-2.049220961609463,-1.2159890900843164,-1.9836045071415835,-2.017152869769443,-5.99101426691249,,-1.531264201408902,-14.164352397439313,-2.308592091258673,-5.358975361874994
b0_length_g,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3
beta_crosswalk_g,-0.9038768224181214,-0.9049457385933818,-0.8619197908290894,-0.8906557087362001,-0.9373380874680295,-0.9221418911776269,-0.8392444169515229,-1.0085726399495676,-0.8676309161657206,-0.9142927277749932,-0.8979710767680424,-0.9113102636606987,-0.8549361413216975,-0.9666696366644708,-0.9164961902327222,-0.9682841548165947,,-0.8363971665540905,-0.8776940495288202,-0.8178448776095222,-0.9118487348174465,-0.8998464636558593,-0.9592252588272259,-0.9282825010633927,-0.9179414186033585,-0.9157547663844696,-0.9146291126793861,-0.8646409964773569,-0.9653822695062382,-0.7838332054428288,-0.944537222468223,,-0.9561860661695564,-0.9164619094067724,-0.8951099051573204,-0.962556681349473,-0.9798862472572091,-1.016502952786517,,-0.7929881876277544,-0.9160703797269603,-0.8726430968734706,-0.8889331074422295,-0.7847174296992929,-0.916122197537656,-0.8891366155157301,-1.027983304089582,,-0.8673872369194399,-0.917186651108633,-0.8989995569444227,-0.9247002159077914,-0.9166004991739145,-0.9120339184881459,-0.855701985038215,-0.9145837597138272,-0.9479195508034262,-0.8663605981113077,-0.9063114382840246,-0.8276466665865678,-0.8062030909384779,-0.9726242738167631,-0.9311713301578023,-0.9070146999435711,-0.8972181926179678,-0.842254046369506,-0.9622641451149544,-0.9219835449241404,-0.9026839900279172,-0.9965704446327268,-0.7867614071420741,-0.8666579948743752,-0.8466616599719625,-0.8961815813401812,-0.9018028655253538,-0.9145532621027519,-0.9904336530926857,,-0.9189783168999073,-0.8207071968415912,-0.9324986616307702,-0.9078519714375957,-0.8895140694143189,-0.8897014730325592,-0.8217963058274703,-0.9744599597541769,-0.8669037432815098,-0.9040059108358444,-0.9689518290244182,-0.9780926796716208,-0.9846933185435424,-0.9193242307568472,-0.8534183243413077,-0.9593725950690142,-0.8835473763368208,-0.90108837370026,-0.8636030472346561,-0.8119185024924179,-0.9105031067361647,-0.876193335977914,-0.8016416795560422,-0.7680749838363141,-1.0856602699402855,-0.8657753434089186,-0.902822537172273,-0.8768577494180074,-0.9675922111360673,-0.8650914351933293,-0.945805515025912,,-0.8992634039155776,,-0.9940511281180978,,-0.9571588683388128,-1.012425312143851,-0.8942711127032467,-0.8963285626367455,-0.9019322110607457,-0.8908300351954686,,-0.8853128885899558,-0.8750111978954908,-0.8784597577703332,-0.8428527476825463
se_crosswalk_g,0.6176410494733446,2.7013016525908005,0.19660663870732473,0.21687894365826782,0.22123319124739488,1.8470553018698035,0.11202041306606851,0.517979279113585,2.974472765788783,0.5069651709082442,0.40844352216104857,2.045689751819701,0.947179912528991,2.9399609177644686,0.1695653661894051,0.23211597652481605,,0.07894157258197301,1.4725619790162772,0.17699807238492954,0.7850941691020678,2.6931439903426537,1.6286519512795998,0.2554552131611496,1.0838601655047202,3.673244276362573,0.20050402565154055,2.5780082512231917,1.2969121736505562,0.4974289163045618,0.1787621378219166,,0.9229931083045998,0.6208134896295772,0.781270127695614,0.19248243749177066,5.535078275296146,0.3238189853455578,,0.17864866465574528,1.5431859736714673,0.08696543871693163,0.21302206735870305,0.5609234370162209,0.12945822836614132,1.6515491070977357,3.5151208898946678,,0.22824807052456747,0.6805747847770995,2.9191580514458884,3.595363473000787,0.19680994203966232,0.3768825114128059,0.2146916462423051,0.9872212061861125,2.3934550512918764,2.940609153637358,0.34702464366230984,0.2896039463359674,0.7175507241799655,0.17529580261987837,0.24048154732729257,1.0880799781817774,0.7014028738448149,0.6867358219410169,2.3322279100192946,1.4146687736646966,0.16163704284597114,0.09250545249081786,4.496677159969593,0.3386354119845049,0.3108065047076236,0.1903312548066303,0.4808551039081082,0.17192692698943848,0.3715214867219113,,0.060511579691736185,0.192149012143017,0.2103463797114901,0.42804202869442276,0.8079797205539455,0.07668166270470926,0.5899451762047463,0.46952976258227774,0.9419362628636158,2.848317509196873,0.4078400997632744,1.2219701197571868,0.426040139520804,0.1738385917147502,0.23443844467518693,0.46226553224551636,0.15257539654152263,0.6597054602803715,0.4533545610687615,0.24120329067393706,0.4361765588823301,0.2951835753077358,1.7782101696117552,0.7317324829882774,0.7999440185207412,0.6720291678264553,0.5031749471978072,0.2557754820488952,0.29749665262183483,1.4533390705552471,3.1927128184269966,,0.31019803955831804,,0.08779806745995478,,0.5016169766278805,0.2681658779276699,2.022321314312947,1.6349721139825495,1.501880879778835,1.6687218693420274,,0.37921417806268587,0.7637869772498876,0.11714724018045661,0.4387941114027131
