,0
L0,-5453.470270120518
LL,-1719.1987986147403
Lv,0.0
b0_crosswalk_g,-2.0
b0_greenlen_g,0.0
b0_length_g,-2.0
beta_crosswalk_g,-1.121379029140649
beta_greenlen_g,0.3278524307461816
beta_length_g,-0.40070288325985
mu_g,1.3872674782507535
runtime,171.85566997528076
se_crosswalk_g,0.13536713497591837
se_greenlen_g,0.1981941455186801
se_length_g,0.03187521148043942
se_mu_g,0.19352743786023582
t_crosswalk_g,-8.283982883586482
t_greenlen_g,1.6541983613500886
t_length_g,-12.570987442883188
t_mu_g,2.001098565312663
