,0
L0,-1738.4696630644646
LL,-1673.1236909164966
Lv,0.0
b0_crosswalk_g,-1.2
b0_length_g,-0.3
b0_sidewalklen_g,0.1
b0_vegetation_l,0.0
beta_crosswalk_g,-1.1323173942806155
beta_length_g,-0.391397177002528
beta_sidewalklen_g,0.07406378512544345
beta_vegetation_l,3.3435116050237195
mu_g,1.4000814386725147
runtime,70.51502299308777
se_crosswalk_g,0.6215844273581731
se_length_g,0.07536347004324913
se_mu_g,0.2145644819538558
se_sidewalklen_g,0.08155072731180539
se_vegetation_l,9.738900880342241
t_crosswalk_g,-1.821663066903291
t_length_g,-5.193460130988069
t_mu_g,1.8646209989151705
t_sidewalklen_g,0.908192821411194
t_vegetation_l,0.3433150872058391
