,0
L0,-1738.4696630644646
LL,-1689.5463732861517
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_g,0.0
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-1.0466658989602657
beta_greenlen_g,0.020302360970906323
beta_greenlen_l,0.1145646675205061
beta_length_g,-0.3721092614897251
beta_sidewalklen_g,0.07659028827844784
mu_g,1.2805533478200997
runtime,46.4051148891449
se_crosswalk_g,0.9356079549817368
se_greenlen_g,1.2577810845439443
se_greenlen_l,1.0760961075698883
se_length_g,0.205413032556193
se_mu_g,0.9102504173418676
se_sidewalklen_g,0.23988479735124582
t_crosswalk_g,-1.1187013677974733
t_greenlen_g,0.016141410632095572
t_greenlen_l,0.10646323010983066
t_length_g,-1.8115172969267688
t_mu_g,0.30821556626074115
t_sidewalklen_g,0.3192794588241549
