,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
L0,-1738.469663064464,-1831.4705252402002,-1660.4510034069854,-1874.70132932493,-1600.9857260029164,-1626.0932361135608,-1755.7949521937367,-1648.263827168872,-1645.2514044290683,-1606.0503843978413,-1724.5398186504626,-1643.088394726731,-1818.9628364994173,-1673.5548536876247,-1655.9410351289448,-1563.655175404717,-1784.6049262284785,-1658.137101937901,,,-1551.64714762057,-1744.8176060705969,-1802.802890122574,-1805.2287006134718,-1637.8897680377513,-1872.3683774607312,-1742.8750310476116,-1866.0559597587476,-1719.2868057150174,-1762.4324782794877,-1732.3624147216567,-1558.933384483465,-1666.556345155172,-1860.0425389266497,-1806.2193936630708,-1571.9982212068926,-1728.9005026896398,-1642.1627695213601,-1730.3016372665209,-1806.5088957607747,-1657.7158150417063,-1733.902623042528,-1937.8573617418685,-1815.1579966921997,-1825.5252364977723,-1865.914569569175,-1516.9349986537288,-1656.2560012558038,-1763.946848058693,-1617.3600807593803,-1702.2456305232936,-1602.9711839199065,,-1755.5892501015376,-1844.6115950285293,-1577.6749187247983,-1874.8409952920695,-1663.3424402957821,-1936.1345953277091,-1877.6185155249705,-1884.349899163781,-1593.3440463305642,-1563.321175296625,-1874.7027483614177,-1783.7654125133342,-1851.9475955214484,-1740.43201615504,-2038.4255823665424,-1810.4228699188916,,-1965.1624937039742,-1840.6666399569744,-1870.756108064553,-1667.2774116160685,-1620.4456698106603,-1784.7811811664556,,-1552.1679825328604,-1617.2031430920788,-1622.9704151158376,-1790.3164472893118,-1573.9319488396902,-1713.356136168952,-1738.335483771755,-1767.4537296875617,-1586.5975871745388,-1889.7424708405363,-1929.5233719862022,-1640.9456819805694,-1609.57343696742,-1518.5381333619061,-1649.9191743684246,-1803.3740832108617,-1782.047245953046,-1743.3085745880248,-1635.655849218931,-1806.7954461882425,-1730.0360732968832,-1596.7471090849544,-1647.1230034800499,-1973.9728323109562,-1924.997341889656,-1675.5441950323868,-1726.1775990579745,-1691.662175712887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL,-1686.003942979512,-1770.9899183722105,-1601.9190217871999,-1806.7089891783603,-1547.5323910137126,-1568.151137796984,-1690.9149545957093,-1595.8883299592617,-1594.2102805076036,-1549.4600386259401,-1671.4731486402907,-1586.010463728169,-1772.5998121405992,-1626.8353661560473,-1596.8070551484423,-1496.7820348118578,-1745.8601676363705,-1599.2112299324003,,,-1505.9312012027992,-1704.3900079717964,-1741.2805502903411,-1745.0283376275263,-1570.4544367863211,-1804.752868859956,-1700.3230167114514,-1806.0136861863614,-1692.7956635707467,-1711.2699431449914,-1698.7578036658108,-1487.215346375769,-1606.1392448746865,-1780.9058027272022,-1755.479278664595,-1503.0991934543101,-1659.3150915533959,-1605.0901373315376,-1677.7462782576913,-1755.24248222548,-1603.4128395128541,-1698.7898751205728,-1880.9978537626237,-1768.5661847146619,-1759.4585389060294,-1801.8044486062959,-1488.2751814030805,-1607.0876197433197,-1710.9011748964385,-1555.670021402677,-1655.123866681538,-1531.8045528453442,,-1697.4769465054178,-1795.7326178194287,-1528.8172169297984,-1818.1815297628987,-1629.6981411889228,-1891.3876169472233,-1814.4208536489223,-1824.3873906184542,-1550.129711063059,-1510.8451649878916,-1807.9882354005094,-1736.9544253379124,-1799.6685230683331,-1689.133549244311,-1978.6025417113917,-1749.5436011707368,,-1892.3147577082807,-1784.020930326823,-1804.7645235200414,-1603.7680731343569,-1541.0825849031892,-1712.6282596376868,,-1498.6776422561065,-1555.9542351137334,-1557.7062387766682,-1748.0310669240596,-1512.2761604687923,-1660.2105464760339,-1666.8202015061997,-1708.1046200407875,-1555.7641328229472,-1832.0611266126784,-1869.229631365236,-1608.0950628835765,-1563.9481203227363,-1473.739109409482,-1617.1411659594555,-1745.6259838796705,-1742.035772361886,-1696.2865437488654,-1589.6038504191029,-1739.4562799274242,-1687.1862149148433,-1550.0307994844625,-1587.9464948638438,-1902.3260906060045,-1856.2955530737229,-1644.265365067742,-1666.4719142629656,-1603.5470036155957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runtime,52.082104206085205,46.45420479774475,49.32328796386719,49.886883020401,42.43312382698059,44.41058301925659,36.10662508010864,54.87797403335571,35.191813707351685,36.85237693786621,36.59712100028992,34.16104602813721,43.72612404823303,34.06074905395508,34.21859002113342,37.50559592247009,25.976941108703613,32.723987102508545,,,40.8914589881897,34.86077094078064,44.56228494644165,36.485777139663696,49.746052742004395,43.44208812713623,45.67758536338806,38.562246799468994,40.394516944885254,38.61792302131653,42.75498914718628,41.21326160430908,43.41380214691162,40.67842197418213,43.28135895729065,34.24941802024841,35.97702407836914,40.2014422416687,47.68453788757324,39.55318808555603,49.37257790565491,34.60369396209717,48.5615668296814,40.356971979141235,40.075700998306274,40.74814701080322,38.79174089431763,36.85862684249878,38.629640102386475,44.16779923439026,34.65085005760193,32.36963391304016,,37.37297606468201,47.532879114151,39.80102205276489,46.40048885345459,46.941240072250366,40.580893993377686,50.35070586204529,39.93808889389038,45.14259386062622,46.944849252700806,44.06603002548218,46.272871017456055,43.61423683166504,42.814380168914795,36.00149202346802,37.520917892456055,,40.28489017486572,42.155189990997314,43.9472861289978,36.43414497375488,41.73451781272888,50.826682806015015,,36.5839421749115,37.66351509094238,40.05328893661499,42.96439790725708,40.92165398597717,35.414000034332275,34.551525831222534,43.0199990272522,44.28910422325134,37.64812397956848,45.303579330444336,39.76558017730713,41.12809610366821,45.55505609512329,41.913437843322754,45.618473052978516,31.565995931625366,46.73025989532471,50.96872925758362,42.52915000915527,43.96858882904053,41.61119318008423,43.75536298751831,48.18360686302185,50.809191942214966,43.870936155319214,42.86110329627991,41.72232389450073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta_length_g,-0.31036256963118536,-0.3146206236145029,-0.3366115774251952,-0.29911621192292026,-0.32212641582670276,-0.3038350293654064,-0.31751800829139504,-0.3146681544445005,-0.3349886223183994,-0.3186139072659304,-0.3061131691672143,-0.31299163300376587,-0.29386314710180844,-0.3091006354396026,-0.3260004171842641,-0.3254547107775281,-0.2979683365480121,-0.3088325927678538,,,-0.33083809865459496,-0.3175930399843554,-0.32477436976771473,-0.3200947893639342,-0.31770429273694967,-0.30044878458052265,-0.31470343276175566,-0.3020120314493872,-0.30598422274012504,-0.3019082402866773,-0.3033179136109994,-0.3292230446234667,-0.3093627243109717,-0.30317470995723345,-0.3124746432543617,-0.31075921180022414,-0.3073161056913359,-0.3021171245732083,-0.3223806737999028,-0.3139060786068692,-0.3234614452465275,-0.3169473404851657,-0.31381705932523635,-0.297478064832153,-0.3069842688527876,-0.28984913021958747,-0.32549441405733254,-0.31433577973415805,-0.30494933805394564,-0.31593946608634893,-0.31473618604139,-0.30289715071691287,,-0.3171851648051026,-0.3125650715471247,-0.33346273090455497,-0.3073482119636401,-0.31498903973488146,-0.3033884714641616,-0.301237887082279,-0.3028252372530619,-0.32460675966125707,-0.3272792639266291,-0.30971256998714813,-0.3121316397292424,-0.2969207603496036,-0.30699167200755667,-0.2910378777985672,-0.3026500330106941,,-0.30084960526808135,-0.31148580188131647,-0.3144817053578245,-0.3159931274702592,-0.3138803913616974,-0.299409155785997,,-0.3096964443890701,-0.3360267646616951,-0.3440584676428965,-0.30111128803116866,-0.334208054009209,-0.3169618840221781,-0.3131012012687504,-0.30613155827648897,-0.3166063831443592,-0.3023371702583839,-0.29822292981075166,-0.3018561281951753,-0.3081198210541112,-0.3302890926854533,-0.31314905563523027,-0.3000972854076139,-0.29986345720121227,-0.30436096778802935,-0.31749571845268,-0.3145750671149013,-0.2984432401297035,-0.32485113301222485,-0.30869787114329167,-0.29828426334857405,-0.2920785172141801,-0.30963904503656264,-0.30623476951104894,-0.31878840992569285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se_length_g,0.20793844070803894,0.0887881251074049,0.04223750967761337,0.034715580558216205,0.026359088194744067,0.15319507890217873,0.2752619145975149,0.25568080357696304,0.02873924294624066,0.2588933735549485,0.213506316811162,0.10393380864564579,0.12631851276019126,0.06396832503075091,0.1013673373099527,0.43045106288116786,0.08080233376005966,0.26047479639638904,,,0.028325031123063466,0.32084414667677735,0.034879807597666956,0.3422854518570241,0.017787963160558095,0.045258280025139874,0.1822716749115072,0.23842755013303774,0.07430101283764794,0.25872497240387704,0.03480931355201097,0.04651771356877645,0.114362852609601,0.20450827020863646,0.18663688944094786,0.03454584869953372,0.168157728785277,0.19982832517973378,0.12462929292583934,0.2610150576946475,0.11748200096170647,0.40571569253255774,0.07684670644318785,0.132788177638172,0.0872402354801847,0.02931998862569826,0.38680136643047425,0.7207522196892712,0.17925088031209618,0.012766781301575113,0.13551586293118512,0.09941095545601135,,0.4870663682526692,0.09641363459757793,0.5071219085869132,0.04880818195027948,0.16038776238779004,0.2859107494531352,0.34408978919665134,0.38189726402351176,0.9528738112274884,0.21429749665421383,0.24194641281493795,0.08980813301025656,0.19523649294622616,0.299336019125976,0.09112188947221919,0.046303344908027726,,0.02464879429399895,0.0304077256736527,0.1994024539123372,0.2044303593441371,0.08235417955297786,0.016622199367427155,,0.18314834820206374,0.08820570352227211,0.27284796207321205,0.11548643953457766,0.3178195434915524,0.20388468114882824,0.1704719715320683,0.1897735679172978,0.3190204479975395,0.06273084145364913,0.3095030219799251,0.09332288030473551,0.2277612058647917,0.0802026448274819,0.3724301994243851,0.22836472670639837,0.22236150946883076,0.14771108946282577,0.034177248516658085,0.10950885818751517,0.08767191256257524,0.12912839653921634,0.16025796530349648,0.2413215264360986,0.39669914603168965,0.06303049270435576,0.032017130845489315,0.2588892919852374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_length_g,-1.4925694766892934,-3.5434988995872336,-7.969493940207496,-8.6161950085011,-12.220696461379644,-1.983321080172669,-1.153512314828103,-1.2307069988920054,-11.65613940997074,-1.2306761771880832,-1.4337429156157449,-3.0114515871431826,-2.3263664262711155,-4.83208893293691,-3.2160301911398426,-0.7560783067862339,-3.6876204273111837,-1.185652497057236,,,-11.680061258086749,-0.9898670219603627,-9.311243155751761,-0.935169133328053,-17.8606336132631,-6.638537399424606,-1.726562467341917,-1.2666826097943407,-4.118170278630232,-1.1669080007297863,-8.713699945785814,-7.077369444151857,-2.705098003868785,-1.4824569668891086,-1.6742383790811572,-8.995558757380264,-1.8275467200425395,-1.5118833844074495,-2.5867167038469474,-1.2026358991675379,-2.753285121113663,-0.7812055247523644,-4.083676111184268,-2.240245104068951,-3.5188381503453696,-9.885717689724537,-0.8415027512986789,-0.4361218337553975,-1.7012431823095884,-24.746994455632258,-2.3225043860821875,-3.046919218585951,,-0.6512154923424327,-3.241917731363867,-0.6575593072556131,-6.297063313620929,-1.9639219042989833,-1.0611299926444047,-0.8754630231416661,-0.7929494808698557,-0.34066080506830165,-1.5272192584438837,-1.280087463929642,-3.475538676364593,-1.5208261317794938,-1.025575448300322,-3.1939403307401504,-6.536245569555449,,-12.205449146099893,-10.243640225655177,-1.5771205378248718,-1.5457250502520414,-3.811347439382604,-18.012607668075436,,-1.6909595277779328,-3.809580914196186,-1.2609896919463772,-2.607330256648992,-1.0515654586172176,-1.5546135307282243,-1.836672612247295,-1.6131411852355504,-0.992432883633845,-4.819593731765519,-0.963554177607012,-3.234535059456991,-1.3528195896408435,-4.118182054917444,-0.8408261631823153,-1.314114004101167,-1.3485403023100329,-2.0605153539580887,-9.28968048138608,-2.87259927937743,-3.404091816939566,-2.5157218839433773,-1.926256024520714,-1.2360449884173887,-0.7362721098241232,-4.912527758412475,-9.56471618237436,-1.2313696232128097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0_length_g,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta_crosswalk_g,-0.9121000562432136,-0.9052467189439509,-0.865881629348683,-0.8936087032609263,-0.9557040569709246,-0.9232503193062312,-0.8486434234054953,-1.0043940941840084,-0.8684526880020865,-0.9209520608603744,-0.9009813646961152,-0.932104133703418,-0.847986708947034,-0.9830670290661352,-0.92066390532568,-0.9800406826499855,-0.9423092966378158,-0.8398857246529559,,,-0.9219394187255359,-0.9075468511256501,-0.9717835326259439,-0.9515703431547867,-0.9167789860852941,-0.9274661132436777,-0.9206663906628246,-0.878750938012476,-0.9649617991967281,-0.792582265895526,-0.9370158911635718,-0.7970390623723234,-0.9675328039157591,-0.9298496936695595,-0.8997389089166266,-0.9782032283812285,-1.0008864521020726,-1.0246614066611563,-0.829548940128191,-0.7956566989987539,-0.9259736354853496,-0.8773084408525573,-0.89598003425085,-0.7919860897913327,-0.9220602592360777,-0.8996522652845973,-1.0361062654526811,-0.9603199239152798,-0.8713797060627598,-0.9350983261949998,-0.9066371297209385,-0.9435076605520354,,-0.9233340491210609,-0.859805221875811,-0.9178955012491197,-0.9560308860795824,-0.8678812915290601,-0.9112580023181291,-0.8405053632225862,-0.8203068163206815,-0.9808555413370792,-0.9421482686165776,-0.9228900149482738,-0.9084428005002475,-0.8580349421578961,-0.9702427594996351,-0.9285139341296459,-0.9084866418316623,,-0.7915644976329538,-0.8803363554442983,-0.8550763411806569,-0.909035006864755,-0.9100739099200339,-0.9218418140186558,,-0.9815555440767091,-0.9208064451885561,-0.8211188333863906,-0.9340625634974234,-0.9177157350377573,-0.8977556981191911,-0.9016619065238081,-0.8349474903974298,-0.9724167529926196,-0.8754410159671955,-0.9086257075123367,-0.9800265098712289,-0.9885846104382187,-0.9888748873329178,-0.9080993565658176,-0.8630536709276864,-0.9735805523807998,-0.8873105496933824,-0.91767599908087,-0.8688653781083484,-0.8171232446295842,-0.9248537544591914,-0.8841205587319139,-0.8092711528221117,-0.7848559296268564,-1.0991667376570249,-0.8721622738967061,-0.9067478265048191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se_crosswalk_g,0.9750230030522515,1.518052151285995,0.3487604693485193,1.8553957758030573,3.18717909088855,0.34571747708556594,2.3507745283220105,2.2049097243298057,1.2177336977830362,1.6470156658326969,0.7026640276855964,1.3641116555187598,0.13247492925822613,0.666708778774849,0.3251658104850981,0.48496148010959017,1.5074407546353035,2.042318027906821,,,0.8140731491736968,0.3869262652844654,0.7680868207410397,1.197012425339597,1.5311041227225557,0.3907235991902952,0.7340883509348586,2.0508404267080635,1.721779891007767,3.923354542792825,4.480437688354626,0.3633147805896321,0.7743444903451334,0.7364466049802105,0.5433450121749023,0.10853565465395673,1.128640590005358,1.508680101372207,0.9081247419608067,0.3619922125937995,0.7828763980097359,3.5349815256188775,0.33531565473956365,1.943124041774075,0.28680099610863324,0.2464052230383315,3.376634028555768,4.81305209347999,0.4468971375781209,0.3708761526723218,1.4786561401212452,2.2292699070490896,,2.7204170062039927,1.592357168597805,2.5503063568464763,0.7604581688515353,1.173798572162248,0.2791141425959082,1.8450958610183665,1.5035888351489448,1.1235551370759733,0.35166209574428425,1.2726543194039233,0.3734893070079228,1.3196997645813162,3.640943864364513,1.6466698410685339,0.728909899765948,,0.6214204507131484,0.5050030933789637,0.22123426803840615,0.2831404270731651,1.167817663622524,0.5152003944549112,,1.2162372949290892,0.6560283062939243,1.2952400199626155,0.4302905242018557,0.8583233231273789,1.1135076200456475,0.972267633504186,0.572265146474817,1.3607549106106192,1.565451501731766,2.325545377454294,0.30442981956335285,0.7481591234791802,0.4326956054382737,3.724302656381161,0.5885811785829818,2.383255744976914,1.554931195064555,1.4617492224790194,1.7995931227020245,0.41159204257067616,0.09795679247824489,1.4212148336711363,4.06278716301366,3.1609129126612756,1.4269761781519672,0.5139381613172262,1.6308722244864526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
