trip_id,link_id,monitor_id,prev_trip_id,mode,purpose,link_length
1175,1087,6043,35965,100,100,50
1175,1752,6043,35965,100,100,50
1175,1266,6043,35965,100,100,50
1175,68,6043,35965,100,100,50
1175,1554,6043,35965,100,100,50
1175,1367,6043,35965,100,100,50
1175,169,6043,35965,100,100,50
1183,1282,6043,35965,100,100,50
1183,82,6043,35965,100,100,50
1183,932,6043,35965,100,100,50
1183,2191,6043,35965,100,100,50
1183,990,6043,35965,100,100,50
1189,999,6043,36838,100,700,50
1189,2143,6043,36838,100,700,50
1189,945,6043,36838,100,700,50
1189,2174,6043,36838,100,700,50
1189,1362,6043,36838,100,700,50
1189,162,6043,36838,100,700,50
1189,2186,6043,36838,100,700,50
1189,2153,6043,36838,100,700,50
1189,953,6043,36838,100,700,50
1189,961,6043,36838,100,700,50
1189,2201,6043,36838,100,700,50
1189,1787,6043,36838,100,700,50
1189,1784,6043,36838,100,700,50
1189,1355,6043,36838,100,700,50
1189,1350,6043,36838,100,700,50
1189,152,6043,36838,100,700,50
1189,1792,6043,36838,100,700,50
1189,592,6043,36838,100,700,50
1189,711,6043,36838,100,700,50
1219,88,6043,37362,100,100,50
1219,1367,6043,37362,100,100,50
1219,170,6043,37362,100,100,50
1219,1284,6043,37362,100,100,50
1219,84,6043,37362,100,100,50
1219,955,6043,37362,100,100,50
1219,2197,6043,37362,100,100,50
1219,997,6043,37362,100,100,50
1219,2190,6043,37362,100,100,50
1219,990,6043,37362,100,100,50
1219,2194,6043,37362,100,100,50
1224,999,6043,38211,100,700,50
1224,2143,6043,38211,100,700,50
1224,945,6043,38211,100,700,50
1224,2174,6043,38211,100,700,50
1224,1362,6043,38211,100,700,50
1224,162,6043,38211,100,700,50
1224,2186,6043,38211,100,700,50
1224,2153,6043,38211,100,700,50
1224,953,6043,38211,100,700,50
1224,961,6043,38211,100,700,50
1224,2201,6043,38211,100,700,50
1224,1787,6043,38211,100,700,50
1224,1784,6043,38211,100,700,50
1224,1355,6043,38211,100,700,50
1224,1350,6043,38211,100,700,50
1224,152,6043,38211,100,700,50
1224,1792,6043,38211,100,700,50
1224,592,6043,38211,100,700,50
1224,711,6043,38211,100,700,50
1224,714,6043,38211,100,700,50
1233,1434,6044,39742,100,100,50
1233,234,6044,39742,100,100,50
1233,1432,6044,39742,100,100,50
1235,234,6044,40132,100,600,50
1235,1209,6044,40132,100,600,50
1235,9,6044,40132,100,600,50
1235,74,6044,40132,100,600,50
1237,74,6044,40132,100,600,50
1238,1273,6044,40147,100,600,50
1238,1208,6044,40147,100,600,50
1238,10,6044,40147,100,600,50
1238,1432,6044,40147,100,600,50
1249,1435,6044,40976,100,100,50
1249,1270,6044,40976,100,100,50
1249,70,6044,40976,100,100,50
1249,234,6044,40976,100,100,50
1249,1432,6044,40976,100,100,50
1252,1506,6044,41312,100,600,50
1252,1271,6044,41312,100,600,50
1252,73,6044,41312,100,600,50
1291,66,6045,36515,100,600,50
1292,1367,6045,36515,100,600,50
1292,170,6045,36515,100,600,50
1292,1284,6045,36515,100,600,50
1292,84,6045,36515,100,600,50
1292,1282,6045,36515,100,600,50
1292,81,6045,36515,100,600,50
1292,2177,6045,36515,100,600,50
1292,977,6045,36515,100,600,50
1292,2174,6045,36515,100,600,50
1292,1362,6045,36515,100,600,50
1295,85,6045,36515,100,600,50
1295,2184,6045,36515,100,600,50
1295,2165,6045,36515,100,600,50
1295,2133,6045,36515,100,600,50
1299,945,6045,36600,100,210,50
1299,2174,6045,36600,100,210,50
1299,1362,6045,36600,100,210,50
1299,162,6045,36600,100,210,50
1299,2186,6045,36600,100,210,50
1299,2153,6045,36600,100,210,50
1299,953,6045,36600,100,210,50
1299,961,6045,36600,100,210,50
1306,961,6045,36600,100,210,50
1306,2201,6045,36600,100,210,50
1306,1787,6045,36600,100,210,50
1306,1784,6045,36600,100,210,50
1306,1355,6045,36600,100,210,50
1306,1350,6045,36600,100,210,50
1306,152,6045,36600,100,210,50
1306,1792,6045,36600,100,210,50
1306,592,6045,36600,100,210,50
1306,1632,6045,36600,100,210,50
1306,1384,6045,36600,100,210,50
1306,1372,6045,36600,100,210,50
1306,174,6045,36600,100,210,50
1310,174,6045,36600,100,210,50
1310,564,6045,36600,100,210,50
1310,1766,6045,36600,100,210,50
1310,566,6045,36600,100,210,50
1342,966,6045,37869,100,700,50
1342,984,6045,37869,100,700,50
1342,1368,6045,37869,100,700,50
1342,168,6045,37869,100,700,50
1342,1287,6045,37869,100,700,50
1344,170,6045,37869,100,700,50
1344,1284,6045,37869,100,700,50
1344,84,6045,37869,100,700,50
1344,1282,6045,37869,100,700,50
1344,81,6045,37869,100,700,50
1344,2177,6045,37869,100,700,50
1344,977,6045,37869,100,700,50
1344,2174,6045,37869,100,700,50
1344,1362,6045,37869,100,700,50
1348,162,6045,37869,100,700,50
1348,2186,6045,37869,100,700,50
1348,2153,6045,37869,100,700,50
1348,953,6045,37869,100,700,50
1348,961,6045,37869,100,700,50
1371,116,6046,36532,100,100,50
1371,470,6046,36532,100,100,50
1371,1093,6046,36532,100,100,50
1371,1815,6046,36532,100,100,50
1373,616,6046,36532,100,100,50
1373,2292,6046,36532,100,100,50
1373,1669,6046,36532,100,100,50
1373,1315,6046,36532,100,100,50
1378,1093,6046,36532,100,100,50
1378,1815,6046,36532,100,100,50
1405,1814,6046,36532,100,100,50
1405,616,6046,36532,100,100,50
1432,113,6046,36532,100,100,50
1432,1815,6046,36532,100,100,50
1433,616,6046,36532,100,100,50
1433,1312,6046,36532,100,100,50
1436,56,6046,36532,100,100,50
1436,57,6046,36532,100,100,50
1436,113,6046,36532,100,100,50
1436,1815,6046,36532,100,100,50
1439,113,6046,36532,100,100,50
1439,1815,6046,36532,100,100,50
1439,615,6046,36532,100,100,50
1446,1093,6046,36532,100,100,50
1446,1815,6046,36532,100,100,50
1468,616,6046,36532,100,100,50
1468,1312,6046,36532,100,100,50
1468,114,6046,36532,100,100,50
1468,1316,6046,36532,100,100,50
1468,115,6046,36532,100,100,50
1468,222,6046,36532,100,100,50
1468,1420,6046,36532,100,100,50
1468,1418,6046,36532,100,100,50
1487,467,6046,43455,100,100,50
1487,470,6046,43455,100,100,50
1487,1093,6046,43455,100,100,50
1487,1815,6046,43455,100,100,50
1487,615,6046,43455,100,100,50
1502,1312,6046,44224,100,700,50
1502,114,6046,44224,100,700,50
1502,1316,6046,44224,100,700,50
1502,115,6046,44224,100,700,50
1502,222,6046,44224,100,700,50
1502,1420,6046,44224,100,700,50
2062,1185,6055,41290,100,210,50
2062,1193,6055,41290,100,210,50
2062,2314,6055,41290,100,210,50
2129,1110,6055,43538,100,100,50
2129,2390,6055,43538,100,100,50
2129,1185,6055,43538,100,100,50
2153,1446,6055,43785,100,600,50
2153,246,6055,43785,100,600,50
2212,196,6056,37453,100,600,50
2212,2295,6056,37453,100,600,50
2212,1097,6056,37453,100,600,50
2220,0,6056,37485,100,600,50
2220,2396,6056,37485,100,600,50
2220,2395,6056,37485,100,600,50
2220,1260,6056,37485,100,600,50
2220,58,6056,37485,100,600,50
2220,2388,6056,37485,100,600,50
2220,2387,6056,37485,100,600,50
2220,284,6056,37485,100,600,50
2221,1242,6056,37485,100,600,50
2221,1165,6056,37485,100,600,50
2221,1166,6056,37485,100,600,50
2221,3,6056,37485,100,600,50
2225,1204,6056,37529,100,600,50
2225,4,6056,37529,100,600,50
2225,7,6056,37529,100,600,50
2225,1505,6056,37529,100,600,50
2225,1271,6056,37529,100,600,50
2225,73,6056,37529,100,600,50
2225,1276,6056,37529,100,600,50
2410,1335,6065,38630,100,210,50
2410,1317,6065,38630,100,210,50
2410,119,6065,38630,100,210,50
2410,1420,6065,38630,100,210,50
2410,1418,6065,38630,100,210,50
2410,218,6065,38630,100,210,50
2410,1338,6065,38630,100,210,50
2410,138,6065,38630,100,210,50
2410,140,6065,38630,100,210,50
2414,218,6065,38672,100,500,50
2414,1511,6065,38672,100,500,50
2414,1416,6065,38672,100,500,50
2414,216,6065,38672,100,500,50
2414,220,6065,38672,100,500,50
2414,1336,6065,38672,100,500,50
2414,1317,6065,38672,100,500,50
2425,1418,6065,38949,100,700,50
2425,1415,6065,38949,100,700,50
2425,215,6065,38949,100,700,50
2425,1413,6065,38949,100,700,50
2425,1273,6065,38949,100,700,50
2425,73,6065,38949,100,700,50
2752,1317,6076,38830,100,100,50
2752,115,6076,38830,100,100,50
2752,1343,6076,38830,100,100,50
2752,1311,6076,38830,100,100,50
2770,1554,6077,39989,100,100,50
2770,1287,6077,39989,100,100,50
2791,88,6077,40216,100,600,50
2902,87,6078,41134,100,600,50
2902,1080,6078,41134,100,600,50
2905,1395,6078,41134,100,600,50
2905,194,6078,41134,100,600,50
2905,1864,6078,41134,100,600,50
2905,664,6078,41134,100,600,50
2905,1396,6078,41134,100,600,50
2905,200,6078,41134,100,600,50
2905,2390,6078,41134,100,600,50
2905,2389,6078,41134,100,600,50
2905,203,6078,41134,100,600,50
2905,1244,6078,41134,100,600,50
2906,1173,6078,41147,100,600,50
2906,1243,6078,41147,100,600,50
2906,1241,6078,41147,100,600,50
2906,40,6078,41147,100,600,50
2906,1481,6078,41147,100,600,50
2906,1186,6078,41147,100,600,50
2906,1187,6078,41147,100,600,50
2906,1306,6078,41147,100,600,50
2906,1194,6078,41147,100,600,50
2906,1195,6078,41147,100,600,50
2906,1838,6078,41147,100,600,50
2906,1439,6078,41147,100,600,50
2906,241,6078,41147,100,600,50
2913,568,6078,41147,100,600,50
2913,1890,6078,41147,100,600,50
2913,690,6078,41147,100,600,50
2913,1888,6078,41147,100,600,50
2913,687,6078,41147,100,600,50
2913,1764,6078,41147,100,600,50
2913,564,6078,41147,100,600,50
2913,1766,6078,41147,100,600,50
2914,1766,6078,41147,100,600,50
2914,566,6078,41147,100,600,50
2914,849,6078,41147,100,600,50
2914,860,6078,41147,100,600,50
2914,879,6078,41147,100,600,50
2914,1106,6078,41147,100,600,50
2915,1813,6078,41157,100,600,50
2915,613,6078,41157,100,600,50
2915,2305,6078,41157,100,600,50
2915,2078,6078,41157,100,600,50
2915,2059,6078,41157,100,600,50
2915,2048,6078,41157,100,600,50
2915,850,6078,41157,100,600,50
2915,1382,6078,41157,100,600,50
2915,182,6078,41157,100,600,50
2915,567,6078,41157,100,600,50
2915,1763,6078,41157,100,600,50
2915,565,6078,41157,100,600,50
2915,1886,6078,41157,100,600,50
2915,689,6078,41157,100,600,50
2915,1889,6078,41157,100,600,50
2915,691,6078,41157,100,600,50
2915,1767,6078,41157,100,600,50
2915,1553,6078,41157,100,600,50
2915,353,6078,41157,100,600,50
2915,1932,6078,41157,100,600,50
2924,242,6078,41177,100,300,50
2924,244,6078,41177,100,300,50
2924,2294,6078,41177,100,300,50
3016,87,6081,37926,100,200,50
3016,1080,6081,37926,100,200,50
3050,87,6081,37926,100,200,50
3050,1080,6081,37926,100,200,50
3099,348,6083,39937,100,500,50
3099,1443,6083,39937,100,500,50
3099,1201,6083,39937,100,500,50
3099,1,6083,39937,100,500,50
3099,639,6083,39937,100,500,50
3099,1867,6083,39937,100,500,50
3100,1195,6083,40111,100,500,50
3100,1867,6083,40111,100,500,50
3100,1199,6083,40111,100,500,50
3100,2,6083,40111,100,500,50
3100,244,6083,40111,100,500,50
3100,1105,6083,40111,100,500,50
3100,2295,6083,40111,100,500,50
3100,1866,6083,40111,100,500,50
3105,667,6083,40111,100,500,50
3105,1096,6083,40111,100,500,50
3105,2304,6083,40111,100,500,50
3128,2304,6086,38782,100,500,50
3128,2294,6086,38782,100,500,50
3128,1094,6086,38782,100,500,50
3128,1883,6086,38782,100,500,50
3140,1201,6086,38803,100,210,50
3140,0,6086,38803,100,210,50
3140,2396,6086,38803,100,210,50
3140,2395,6086,38803,100,210,50
3140,1260,6086,38803,100,210,50
3141,1259,6086,38803,100,210,50
3141,59,6086,38803,100,210,50
3141,1111,6086,38803,100,210,50
3141,2388,6086,38803,100,210,50
3141,2387,6086,38803,100,210,50
3141,1480,6086,38803,100,210,50
3141,1186,6086,38803,100,210,50
3231,579,6093,37630,100,200,50
3231,1874,6093,37630,100,200,50
3231,1639,6093,37630,100,200,50
3231,1596,6093,37630,100,200,50
3231,399,6093,37630,100,200,50
3231,1662,6093,37630,100,200,50
3231,1659,6093,37630,100,200,50
3231,1652,6093,37630,100,200,50
3231,452,6093,37630,100,200,50
3231,1145,6093,37630,100,200,50
3231,1645,6093,37630,100,200,50
3233,2339,6093,37630,100,200,50
3233,1453,6093,37630,100,200,50
3261,1286,6097,35777,100,100,50
3316,88,6098,39510,100,500,50
3317,88,6098,39510,100,500,50
3317,1367,6098,39510,100,500,50
3317,170,6098,39510,100,500,50
3317,1284,6098,39510,100,500,50
3317,84,6098,39510,100,500,50
3317,1282,6098,39510,100,500,50
3317,81,6098,39510,100,500,50
3317,2150,6098,39510,100,500,50
3317,948,6098,39510,100,500,50
3317,2346,6098,39510,100,500,50
3320,2177,6098,39510,100,500,50
3320,977,6098,39510,100,500,50
3320,2144,6098,39510,100,500,50
3335,1784,6098,39510,100,500,50
3335,1355,6098,39510,100,500,50
3335,1350,6098,39510,100,500,50
3335,152,6098,39510,100,500,50
3335,1792,6098,39510,100,500,50
3335,592,6098,39510,100,500,50
3335,710,6098,39510,100,500,50
3338,1384,6098,39510,100,500,50
3338,1372,6098,39510,100,500,50
3338,174,6098,39510,100,500,50
3342,1889,6098,39510,100,500,50
3342,1884,6098,39510,100,500,50
3344,733,6098,39510,100,500,50
3344,1552,6098,39510,100,500,50
3344,354,6098,39510,100,500,50
3344,568,6098,39510,100,500,50
3344,1302,6098,39510,100,500,50
3344,102,6098,39510,100,500,50
3344,1201,6098,39510,100,500,50
3463,1248,6101,36270,100,500,50
3463,47,6101,36270,100,500,50
3463,1232,6101,36270,100,500,50
3463,2363,6101,36270,100,500,50
3463,2362,6101,36270,100,500,50
3463,40,6101,36270,100,500,50
3463,1481,6101,36270,100,500,50
3463,1186,6101,36270,100,500,50
3463,1187,6101,36270,100,500,50
3463,1306,6101,36270,100,500,50
3463,106,6101,36270,100,500,50
3463,1264,6101,36270,100,500,50
3463,62,6101,36270,100,500,50
3463,1835,6101,36270,100,500,50
3463,635,6101,36270,100,500,50
3463,1237,6101,36270,100,500,50
3463,39,6101,36270,100,500,50
3463,1161,6101,36270,100,500,50
3463,1162,6101,36270,100,500,50
3463,638,6101,36270,100,500,50
3463,1846,6101,36270,100,500,50
3463,1775,6101,36270,100,500,50
3463,1500,6101,36270,100,500,50
3463,1465,6101,36270,100,500,50
3463,1462,6101,36270,100,500,50
3463,1456,6101,36270,100,500,50
3463,256,6101,36270,100,500,50
3463,1435,6101,36270,100,500,50
3463,1270,6101,36270,100,500,50
3463,70,6101,36270,100,500,50
3463,235,6101,36270,100,500,50
3463,1437,6101,36270,100,500,50
3463,239,6101,36270,100,500,50
3463,251,6101,36270,100,500,50
3463,1409,6101,36270,100,500,50
3464,1409,6101,36270,100,500,50
3464,211,6101,36270,100,500,50
3464,1215,6101,36270,100,500,50
3464,17,6101,36270,100,500,50
3465,56,6101,36270,100,500,50
3465,57,6101,36270,100,500,50
3465,113,6101,36270,100,500,50
3465,1815,6101,36270,100,500,50
3466,1610,6101,36270,100,500,50
3466,1575,6101,36270,100,500,50
3466,378,6101,36270,100,500,50
3466,2269,6101,36270,100,500,50
3466,1071,6101,36270,100,500,50
3466,1607,6101,36270,100,500,50
3466,1599,6101,36270,100,500,50
4102,258,6105,38064,100,100,50
4103,1457,6105,38064,100,100,50
4103,256,6105,38064,100,100,50
4103,1435,6105,38064,100,100,50
4181,88,6116,35741,100,100,50
4181,1367,6116,35741,100,100,50
4181,169,6116,35741,100,100,50
4240,87,6116,36537,100,700,50
4240,1080,6116,36537,100,700,50
4393,196,6118,38161,100,100,50
4393,2295,6118,38161,100,100,50
4395,1097,6118,38161,100,100,50
4395,1104,6118,38161,100,100,50
4395,1108,6118,38161,100,100,50
4395,1196,6118,38161,100,100,50
4398,1187,6118,38196,100,700,50
4398,1259,6118,38196,100,700,50
4398,59,6118,38196,100,700,50
4398,2308,6118,38196,100,700,50
4398,2303,6118,38196,100,700,50
4398,2296,6118,38196,100,700,50
4398,1096,6118,38196,100,700,50
4400,1393,6118,38196,100,700,50
4400,195,6118,38196,100,700,50
4401,1545,6118,38196,100,700,50
4401,1394,6118,38196,100,700,50
4444,196,6118,38496,100,100,50
4444,2295,6118,38496,100,100,50
4444,1097,6118,38496,100,100,50
4444,1104,6118,38496,100,100,50
4444,1108,6118,38496,100,100,50
4444,1260,6118,38496,100,100,50
4445,1307,6118,38496,100,100,50
4445,106,6118,38496,100,100,50
4445,641,6118,38496,100,100,50
4445,1844,6118,38496,100,100,50
4445,643,6118,38496,100,100,50
4445,1857,6118,38496,100,100,50
4446,1481,6118,39548,100,700,50
4446,1186,6118,39548,100,700,50
4446,1187,6118,39548,100,700,50
4446,1259,6118,39548,100,700,50
4446,61,6118,39548,100,700,50
4446,2307,6118,39548,100,700,50
4446,2303,6118,39548,100,700,50
4446,2296,6118,39548,100,700,50
4446,1096,6118,39548,100,700,50
4446,2304,6118,39548,100,700,50
4446,1547,6118,39548,100,700,50
4447,2304,6118,39548,100,700,50
4447,1547,6118,39548,100,700,50
4488,0,6118,39856,100,100,50
4488,2396,6118,39856,100,100,50
4488,2395,6118,39856,100,100,50
4488,1307,6118,39856,100,100,50
4488,107,6118,39856,100,100,50
4488,1089,6118,39856,100,100,50
4488,1862,6118,39856,100,100,50
4488,1482,6118,39856,100,100,50
4488,282,6118,39856,100,100,50
4488,661,6118,39856,100,100,50
4489,1186,6118,40839,100,700,50
4489,1187,6118,40839,100,700,50
4489,1259,6118,40839,100,700,50
4489,59,6118,40839,100,700,50
4489,2308,6118,40839,100,700,50
4489,2303,6118,40839,100,700,50
4489,2296,6118,40839,100,700,50
4489,1096,6118,40839,100,700,50
4489,2304,6118,40839,100,700,50
4491,1096,6118,40839,100,700,50
4491,1395,6118,40839,100,700,50
4491,195,6118,40839,100,700,50
4493,2356,6118,40839,100,700,50
4493,1546,6118,40839,100,700,50
4493,1394,6118,40839,100,700,50
4610,396,6118,41536,100,700,50
4610,1649,6118,41536,100,700,50
4610,1326,6118,41536,100,700,50
4610,126,6118,41536,100,700,50
4610,1181,6118,41536,100,700,50
4610,2379,6118,41536,100,700,50
4610,2377,6118,41536,100,700,50
4610,2313,6118,41536,100,700,50
4610,1115,6118,41536,100,700,50
4611,2313,6118,41536,100,700,50
4611,1116,6118,41536,100,700,50
4611,1452,6118,41536,100,700,50
4611,254,6118,41536,100,700,50
4611,1139,6118,41536,100,700,50
4611,2341,6118,41536,100,700,50
4611,1445,6118,41536,100,700,50
4611,247,6118,41536,100,700,50
4640,196,6118,42032,100,100,50
4640,2295,6118,42032,100,100,50
4641,1867,6118,42032,100,100,50
4641,2396,6118,42032,100,100,50
4641,2395,6118,42032,100,100,50
4641,1260,6118,42032,100,100,50
4641,59,6118,42032,100,100,50
4641,2308,6118,42032,100,100,50
4641,2303,6118,42032,100,100,50
4650,1307,6118,42032,100,100,50
4650,106,6118,42032,100,100,50
4650,641,6118,42032,100,100,50
4650,1844,6118,42032,100,100,50
4650,643,6118,42032,100,100,50
4651,1186,6118,42720,100,700,50
4651,1187,6118,42720,100,700,50
4651,1259,6118,42720,100,700,50
4651,61,6118,42720,100,700,50
4651,1196,6118,42720,100,700,50
4651,1197,6118,42720,100,700,50
4692,55,6120,35815,100,500,50
4707,1446,6126,38917,100,100,50
4707,246,6126,38917,100,100,50
4707,1141,6126,38917,100,100,50
4707,1490,6126,38917,100,100,50
4707,289,6126,38917,100,100,50
4707,2314,6126,38917,100,100,50
4707,1487,6126,38917,100,100,50
4707,287,6126,38917,100,100,50
4714,122,6126,38917,100,100,50
4714,125,6126,38917,100,100,50
4714,129,6126,38917,100,100,50
4714,131,6126,38917,100,100,50
4714,133,6126,38917,100,100,50
4717,1332,6126,38917,100,100,50
4717,132,6126,38917,100,100,50
4721,1333,6126,38917,100,100,50
4721,135,6126,38917,100,100,50
4722,1334,6126,38917,100,100,50
4722,1332,6126,38917,100,100,50
4722,1330,6126,38917,100,100,50
4722,1328,6126,38917,100,100,50
4722,1324,6126,38917,100,100,50
4732,254,6126,38917,100,100,50
4734,1448,6126,38917,100,100,50
4734,1444,6126,38917,100,100,50
4734,1221,6126,38917,100,100,50
4734,24,6126,38917,100,100,50
4741,247,6126,38917,100,100,50
4927,1395,6134,38679,100,210,50
4927,194,6134,38679,100,210,50
4927,1864,6134,38679,100,210,50
4927,666,6134,38679,100,210,50
4929,1864,6134,38679,100,210,50
4929,666,6134,38679,100,210,50
4929,1871,6134,38679,100,210,50
4929,673,6134,38679,100,210,50
4931,673,6134,38679,100,210,50
4931,1489,6134,38679,100,210,50
4931,289,6134,38679,100,210,50
4931,2392,6134,38679,100,210,50
4931,2391,6134,38679,100,210,50
4932,201,6134,38679,100,210,50
4932,286,6134,38679,100,210,50
4936,1485,6134,39278,100,100,50
