,0
L0,-1776.1689960934618
LL,-1689.605814129939
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-0.8161098993934349
beta_greenlen_l,0.0960267288461454
beta_length_g,-0.2895527309311385
beta_sidewalklen_g,0.06161927649545556
gamma,1.0
mu_g,0.7811178016727144
runtime,53.777682304382324
se_crosswalk_g,0.8823175812800484
se_greenlen_l,1.874155342258545
se_length_g,0.3633019127352873
se_mu_g,0.913496372222399
se_sidewalklen_g,0.4727778240776628
t_crosswalk_g,-0.9249616200659169
t_greenlen_l,0.0512373369917264
t_length_g,-0.7970030456242473
t_mu_g,-0.23960926937758736
t_sidewalklen_g,0.13033453211488494
