,0
L0,-1738.4696630644646
LL,-1689.6058105269062
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-0.8160070668076693
beta_greenlen_l,0.09606004393871174
beta_length_g,-0.2895614180908434
beta_sidewalklen_g,0.06161812594774587
gamma,1.0
mu_g,0.7811984259578603
runtime,53.809605836868286
se_crosswalk_g,0.08582413014718797
se_greenlen_l,1.1345810379695602
se_length_g,0.07575192220793123
se_mu_g,0.6647451459548113
se_sidewalklen_g,0.08195787154520245
t_crosswalk_g,-9.507897900138587
t_greenlen_l,0.08466565253956672
t_length_g,-3.8224959796535214
t_mu_g,-0.32915106695192575
t_sidewalklen_g,0.7518268201213772
