,0
L0,-1768.2302783999025
LL,-1694.8549825199173
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_g,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-0.9882829618803464
beta_greenlen_g,0.09132798657307438
beta_length_g,-0.35031474777927385
beta_sidewalklen_g,0.06699579300831693
gamma,0.99
mu_g,1.0
runtime,41.691880226135254
se_crosswalk_g,1.9144441283202942
se_greenlen_g,0.8997122486682155
se_length_g,0.05029610055922244
se_sidewalklen_g,0.12780327983668
t_crosswalk_g,-0.5162244994569006
t_greenlen_g,0.10150799514873911
t_length_g,-6.965047864233266
t_sidewalklen_g,0.5242102792192106
