,0
L0,-2168.34161757984
LL,-1883.1388649676069
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_g,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-1.2924761488003853
beta_greenlen_g,0.22983264243752916
beta_length_g,-0.4608896584163881
beta_sidewalklen_g,0.09129867688279207
gamma,0.95
mu_g,1.0
runtime,39.20747399330139
se_crosswalk_g,0.7032598656804615
se_greenlen_g,0.262592058185981
se_length_g,0.16889083852838396
se_sidewalklen_g,0.09610657117471065
t_crosswalk_g,-1.837835787130848
t_greenlen_g,0.8752459766881069
t_length_g,-2.7289204224001207
t_sidewalklen_g,0.9499733032491776
