,0
L0,-1768.2302783999019
LL,-1686.4174944310957
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-0.925356065646785
beta_greenlen_l,0.19875166591994495
beta_length_g,-0.34296791891013034
beta_sidewalklen_g,0.07479023488760207
gamma,0.99
mu_g,1.0
runtime,64.71184778213501
se_crosswalk_g,1.7739057378775933
se_greenlen_l,1.081336012894082
se_length_g,0.08666192429498588
se_sidewalklen_g,0.04794273051305691
t_crosswalk_g,-0.5216489500473324
t_greenlen_l,0.18380194828433302
t_length_g,-3.9575386964950408
t_sidewalklen_g,1.5599911412478562
