,0
L0,-1746.3071716285233
LL,-1696.106333411465
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_g,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-0.9562082019317791
beta_greenlen_g,0.0802566080740195
beta_length_g,-0.3357707097309126
beta_sidewalklen_g,0.06504727759763558
gamma,0.995
mu_g,1.0
runtime,43.584341049194336
se_crosswalk_g,0.5009474044393952
se_greenlen_g,1.7825397047753688
se_length_g,0.12037673726296762
se_sidewalklen_g,0.21355799933398328
t_crosswalk_g,-1.908799593446065
t_greenlen_g,0.04502374216911664
t_length_g,-2.7893322029272865
t_sidewalklen_g,0.30458834508890564
