,0
L0,-2168.34161757984
LL,-1739.6923833137569
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-2.096723821156865
beta_greenlen_l,0.8221856431560286
beta_length_g,-0.8295704914441808
beta_sidewalklen_g,0.18246199262903956
gamma,0.95
mu_g,2.3432205008465856
runtime,65.90216588973999
se_crosswalk_g,0.6187294600060917
se_greenlen_l,0.8799873215035628
se_length_g,0.4354799115455085
se_mu_g,0.8511189921465918
se_sidewalklen_g,0.27944749156948484
t_crosswalk_g,-3.388757052454269
t_greenlen_l,0.9343153282608967
t_length_g,-1.9049569669013058
t_mu_g,1.5781817974227945
t_sidewalklen_g,0.6529383806748905
