,0
L0,-2530.764536429822
LL,-2168.9184360839968
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-1.3170295194463666
beta_greenlen_l,0.7815085232239689
beta_length_g,-0.4576444841041031
beta_sidewalklen_g,0.11723935204357616
gamma,0.9
mu_g,1.0
runtime,40.96722912788391
se_crosswalk_g,2.90861131180546
se_greenlen_l,2.5611202452494104
se_length_g,0.5952827056793615
se_sidewalklen_g,0.07290236361778034
t_crosswalk_g,-0.4528035472119676
t_greenlen_l,0.3051432374850729
t_length_g,-0.7687851162781894
t_sidewalklen_g,1.6081694231239214
