,0
L0,-2854.4525517022275
LL,-2570.2689135051523
Lv,0.0
b0_crosswalk_g,-1.2
b0_greenlen_l,0.0
b0_length_g,-0.3
b0_sidewalklen_g,0.1
beta_crosswalk_g,-1.3360296876266025
beta_greenlen_l,0.8949380766405637
beta_length_g,-0.44638144237175764
beta_sidewalklen_g,0.10929344209297849
gamma,0.8
mu_g,1.0
runtime,38.12803888320923
se_crosswalk_g,0.5786834646517367
se_greenlen_l,0.31523920016799434
se_length_g,0.10679888073852957
se_sidewalklen_g,0.03653303279383709
t_crosswalk_g,-2.3087400439731796
t_greenlen_l,2.8389174828626693
t_length_g,-4.179645322918798
t_sidewalklen_g,2.9916334269246776
