trip_id,link_idx,monitor_id,prev_trip_id,mode,purpose,link_id,link_length
6,1436,6002,36003,100,100,1437,11.183
6,1270,6002,36003,100,100,1271,7.331
6,70,6002,36003,100,100,71,41.43600000000001
34,1248,6002,37358,100,210,1249,57.653
34,47,6002,37358,100,210,48,50.65
34,1232,6002,37358,100,210,1233,49.32
34,2363,6002,37358,100,210,2364,35.269
38,2367,6002,37358,100,210,2368,105.906
38,2366,6002,37358,100,210,2367,49.413999999999994
38,2357,6002,37358,100,210,2358,56.973
38,1160,6002,37358,100,210,1161,30.136
38,30,6002,37358,100,210,31,48.52
39,5,6002,37358,100,210,6,111.9
39,33,6002,37358,100,210,34,49.32
39,1246,6002,37358,100,210,1247,50.65
39,49,6002,37358,100,210,50,57.653
39,1275,6002,37358,100,210,1276,62.848
39,75,6002,37358,100,210,76,7.369
357,106,6008,37539,100,100,107,89.415
357,1264,6008,37539,100,100,1265,83.47
357,64,6008,37539,100,100,65,64.372
357,656,6008,37539,100,100,657,6.564
357,1088,6008,37539,100,100,1089,64.883
357,2281,6008,37539,100,100,2282,82.456
357,1081,6008,37539,100,100,1082,52.855
357,2288,6008,37539,100,100,2289,33.68
357,1306,6008,37539,100,100,1307,6.44
357,1194,6008,37539,100,100,1195,29.646
357,1195,6008,37539,100,100,1196,30.0
357,1838,6008,37539,100,100,1839,16.343
357,640,6008,37539,100,100,641,107.79
361,1839,6008,37539,100,100,1840,107.79
361,639,6008,37539,100,100,640,16.343
361,2394,6008,37539,100,100,2395,30.0
361,2393,6008,37539,100,100,2394,29.646
361,107,6008,37539,100,100,108,6.44
361,1089,6008,37539,100,100,1090,33.68
361,1862,6008,37539,100,100,1863,60.494
361,1482,6008,37539,100,100,1483,22.776999999999997
361,282,6008,37539,100,100,283,30.923000000000002
361,1239,6008,37539,100,100,1240,35.649
361,1163,6008,37539,100,100,1164,35.328
361,1164,6008,37539,100,100,1165,35.269
361,33,6008,37539,100,100,34,49.32
361,1246,6008,37539,100,100,1247,50.65
361,49,6008,37539,100,100,50,57.653
361,1275,6008,37539,100,100,1276,62.848
361,75,6008,37539,100,100,76,7.369
361,1436,6008,37539,100,100,1437,11.183
446,579,6011,39180,100,210,580,123.772
446,1874,6011,39180,100,210,1875,3.0780000000000003
446,1779,6011,39180,100,210,1780,54.75
446,1643,6011,39180,100,210,1644,44.187
446,1640,6011,39180,100,210,1641,53.678000000000004
446,440,6011,39180,100,210,441,43.416000000000004
446,675,6011,39180,100,210,676,3.0780000000000003
446,1778,6011,39180,100,210,1779,123.772
447,579,6011,39461,100,700,580,123.772
447,1874,6011,39461,100,700,1875,3.0780000000000003
447,1779,6011,39461,100,700,1780,54.75
447,1643,6011,39461,100,700,1644,44.187
447,1641,6011,39461,100,700,1642,57.37
447,443,6011,39461,100,700,444,85.598
447,1831,6011,39461,100,700,1832,19.075
447,1309,6011,39461,100,700,1310,90.71
447,111,6011,39461,100,700,112,70.98100000000002
447,1327,6011,39461,100,700,1328,13.388
447,126,6011,39461,100,700,127,7.282999999999999
447,1323,6011,39461,100,700,1324,114.579
448,1323,6011,39461,100,700,1324,114.579
448,125,6011,39461,100,700,126,42.01600000000001
448,129,6011,39461,100,700,130,42.637
448,131,6011,39461,100,700,132,42.28100000000001
448,133,6011,39461,100,700,134,33.746
448,135,6011,39461,100,700,136,81.71300000000002
448,1418,6011,39461,100,700,1419,112.421
452,55,6011,39461,100,700,56,155.606
454,1214,6011,39461,100,700,1215,114.56200000000001
454,13,6011,39461,100,700,14,7.6229999999999976
462,87,6011,39461,100,700,88,11.349
481,1215,6011,41796,100,200,1216,120.18700000000001
481,1212,6011,41796,100,200,1213,7.6229999999999976
481,15,6011,41796,100,200,16,114.56200000000001
481,56,6011,41796,100,200,57,115.82799999999999
481,57,6011,41796,100,200,58,78.194
481,113,6011,41796,100,200,114,88.488
481,1815,6011,41796,100,200,1816,67.743
489,580,6011,41796,100,200,581,54.75
489,1639,6011,41796,100,200,1640,43.416000000000004
489,1596,6011,41796,100,200,1597,99.413
489,399,6011,41796,100,200,400,89.97200000000002
490,399,6011,41871,100,700,400,89.97200000000002
490,1662,6011,41871,100,700,1663,71.15899999999998
490,1659,6011,41871,100,700,1660,114.99700000000001
490,1652,6011,41871,100,700,1653,89.12100000000002
490,452,6011,41871,100,700,453,97.91
490,1145,6011,41871,100,700,1146,10.456
490,1645,6011,41871,100,700,1646,113.098
490,447,6011,41871,100,700,448,73.095
490,448,6011,41871,100,700,449,83.506
490,1326,6011,41871,100,700,1327,35.751
490,126,6011,41871,100,700,127,7.282999999999999
490,1323,6011,41871,100,700,1324,114.579
490,125,6011,41871,100,700,126,42.01600000000001
490,129,6011,41871,100,700,130,42.637
491,129,6011,41871,100,700,130,42.637
491,131,6011,41871,100,700,132,42.28100000000001
491,133,6011,41871,100,700,134,33.746
491,135,6011,41871,100,700,136,81.71300000000002
491,1335,6011,41871,100,700,1336,8.663
491,1254,6011,41871,100,700,1255,155.606
491,1214,6011,41871,100,700,1215,114.56200000000001
491,13,6011,41871,100,700,14,7.6229999999999976
493,87,6011,41871,100,700,88,11.349
493,1080,6011,41871,100,700,1081,106.65799999999999
494,87,6011,41871,100,700,88,11.349
494,1080,6011,41871,100,700,1081,106.65799999999999
501,87,6011,42876,100,210,88,11.349
501,1080,6011,42876,100,210,1081,106.65799999999999
502,1080,6011,42876,100,210,1081,106.65799999999999
502,1084,6011,42876,100,210,1085,121.27600000000001
502,1458,6011,42876,100,210,1459,13.613
502,260,6011,42876,100,210,261,82.34700000000002
502,1457,6011,42876,100,210,1458,230.96
502,257,6011,42876,100,210,258,10.065
502,264,6011,42876,100,210,265,36.161
502,2330,6011,42876,100,210,2331,43.141999999999996
502,1274,6011,42876,100,210,1275,7.369
502,1268,6011,42876,100,210,1269,9.63
502,70,6011,42876,100,210,71,41.43600000000001
502,235,6011,42876,100,210,236,29.807
502,1437,6011,42876,100,210,1438,30.636
502,239,6011,42876,100,210,240,112.62700000000001
502,251,6011,42876,100,210,252,32.897
502,1409,6011,42876,100,210,1410,110.90899999999999
502,211,6011,42876,100,210,212,114.5
502,1215,6011,42876,100,210,1216,120.18700000000001
502,1212,6011,42876,100,210,1213,7.6229999999999976
502,15,6011,42876,100,210,16,114.56200000000001
502,56,6011,42876,100,210,57,115.82799999999999
502,57,6011,42876,100,210,58,78.194
502,113,6011,42876,100,210,114,88.488
502,1815,6011,42876,100,210,1816,67.743
504,439,6011,42928,100,200,440,45.941
504,579,6011,42928,100,200,580,123.772
504,1874,6011,42928,100,200,1875,3.0780000000000003
504,1779,6011,42928,100,200,1780,54.75
504,1643,6011,42928,100,200,1644,44.187
504,1592,6011,42928,100,200,1593,98.04799999999999
504,394,6011,42928,100,200,395,54.477
504,397,6011,42928,100,200,398,99.413
505,396,6011,42928,100,200,397,92.473
505,1649,6011,42928,100,200,1650,112.19
505,1326,6011,42928,100,200,1327,35.751
508,1323,6011,42990,100,700,1324,114.579
508,1321,6011,42990,100,700,1322,113.346
508,123,6011,42990,100,700,124,184.248
523,1490,6011,42990,100,700,1491,119.95
523,290,6011,42990,100,700,291,27.337
523,1398,6011,42990,100,700,1399,91.866
523,198,6011,42990,100,700,199,94.14399999999999
523,1108,6011,42990,100,700,1109,10.276
523,1307,6011,42990,100,700,1308,83.11
845,87,6030,36161,100,200,88,11.349
845,1080,6030,36161,100,200,1081,106.65799999999999
886,1084,6030,36161,100,200,1085,121.27600000000001
899,1080,6030,36161,100,200,1081,106.65799999999999
919,87,6030,39040,100,210,88,11.349
919,1080,6030,39040,100,210,1081,106.65799999999999
926,1084,6030,39040,100,210,1085,121.27600000000001
935,984,6030,39040,100,210,985,33.653
935,1368,6030,39040,100,210,1369,40.859
935,168,6030,39040,100,210,169,12.449000000000002
935,1287,6030,39040,100,210,1288,39.108000000000004
935,87,6030,39040,100,210,88,11.349
937,87,6030,39040,100,210,88,11.349
937,1080,6030,39040,100,210,1081,106.65799999999999
1018,1269,6039,36681,100,500,1270,41.43600000000001
1018,71,6039,36681,100,500,72,7.331
1018,237,6039,36681,100,500,238,11.183
1018,1131,6039,36681,100,500,1132,43.141999999999996
1100,88,6039,41876,100,500,89,39.108000000000004
1100,1367,6039,41876,100,500,1368,12.449000000000002
1108,2347,6042,37581,100,600,2348,31.318
1108,1871,6042,37581,100,600,1872,29.156
1108,673,6042,37581,100,600,674,31.785
1108,1489,6042,37581,100,600,1490,27.337
1108,291,6042,37581,100,600,292,119.95
1112,247,6042,37581,100,600,248,176.013
1112,1545,6042,37581,100,600,1546,44.957
1112,347,6042,37581,100,600,348,43.474
1149,211,6042,45680,100,600,212,114.5
1175,87,6043,35965,100,100,88,11.349
1175,1080,6043,35965,100,100,1081,106.65799999999999
1175,1083,6043,35965,100,100,1084,14.839
1175,1087,6043,35965,100,100,1088,65.898
1175,1752,6043,35965,100,100,1753,10.279000000000002
1175,1266,6043,35965,100,100,1267,79.056
1175,68,6043,35965,100,100,69,48.85
1175,1554,6043,35965,100,100,1555,83.79
1175,1367,6043,35965,100,100,1368,12.449000000000002
1175,169,6043,35965,100,100,170,40.859
1183,1282,6043,35965,100,100,1283,54.62600000000001
1183,82,6043,35965,100,100,83,51.843
1183,932,6043,35965,100,100,933,7.74
1183,2191,6043,35965,100,100,2192,32.643
1183,990,6043,35965,100,100,991,35.137
1189,999,6043,36838,100,700,1000,34.602
1189,2143,6043,36838,100,700,2144,31.002
1189,945,6043,36838,100,700,946,56.583999999999996
1189,2174,6043,36838,100,700,2175,35.218
1189,1362,6043,36838,100,700,1363,62.94600000000001
1189,162,6043,36838,100,700,163,41.43
1189,2186,6043,36838,100,700,2187,3.074
1189,2153,6043,36838,100,700,2154,47.707
1189,953,6043,36838,100,700,954,62.596000000000004
1189,961,6043,36838,100,700,962,64.235
1189,2201,6043,36838,100,700,2202,39.551
1189,1787,6043,36838,100,700,1788,16.217
1189,1784,6043,36838,100,700,1785,112.821
1189,1355,6043,36838,100,700,1356,40.629
1189,1350,6043,36838,100,700,1351,12.732000000000001
1189,152,6043,36838,100,700,153,104.24700000000001
1189,1792,6043,36838,100,700,1793,82.919
1189,592,6043,36838,100,700,593,45.843
1189,711,6043,36838,100,700,712,72.623
1219,88,6043,37362,100,100,89,39.108000000000004
1219,1367,6043,37362,100,100,1368,12.449000000000002
1219,170,6043,37362,100,100,171,33.441
1219,1284,6043,37362,100,100,1285,9.222000000000001
1219,84,6043,37362,100,100,85,25.63300000000001
1219,955,6043,37362,100,100,956,22.151999999999997
1219,2197,6043,37362,100,100,2198,23.430999999999997
1219,997,6043,37362,100,100,998,33.106
1219,2190,6043,37362,100,100,2191,30.614
1219,990,6043,37362,100,100,991,35.137
1219,2194,6043,37362,100,100,2195,57.148999999999994
1224,999,6043,38211,100,700,1000,34.602
1224,2143,6043,38211,100,700,2144,31.002
1224,945,6043,38211,100,700,946,56.583999999999996
1224,2174,6043,38211,100,700,2175,35.218
1224,1362,6043,38211,100,700,1363,62.94600000000001
1224,162,6043,38211,100,700,163,41.43
1224,2186,6043,38211,100,700,2187,3.074
1224,2153,6043,38211,100,700,2154,47.707
1224,953,6043,38211,100,700,954,62.596000000000004
1224,961,6043,38211,100,700,962,64.235
1224,2201,6043,38211,100,700,2202,39.551
1224,1787,6043,38211,100,700,1788,16.217
1224,1784,6043,38211,100,700,1785,112.821
1224,1355,6043,38211,100,700,1356,40.629
1224,1350,6043,38211,100,700,1351,12.732000000000001
1224,152,6043,38211,100,700,153,104.24700000000001
1224,1792,6043,38211,100,700,1793,82.919
1224,592,6043,38211,100,700,593,45.843
1224,711,6043,38211,100,700,712,72.623
1224,714,6043,38211,100,700,715,71.917
1233,1434,6044,39742,100,100,1435,29.807
1233,234,6044,39742,100,100,235,114.09200000000001
1233,1432,6044,39742,100,100,1433,112.238
1235,234,6044,40132,100,600,235,114.09200000000001
1235,1209,6044,40132,100,600,1210,41.402
1235,9,6044,40132,100,600,10,10.072000000000001
1235,74,6044,40132,100,600,75,109.99700000000001
1237,74,6044,40132,100,600,75,109.99700000000001
1238,1273,6044,40147,100,600,1274,109.99700000000001
1238,1208,6044,40147,100,600,1209,10.072000000000001
1238,10,6044,40147,100,600,11,41.402
1238,1432,6044,40147,100,600,1433,112.238
1249,1435,6044,40976,100,100,1436,87.934
1249,1270,6044,40976,100,100,1271,7.331
1249,70,6044,40976,100,100,71,41.43600000000001
1249,234,6044,40976,100,100,235,114.09200000000001
1249,1432,6044,40976,100,100,1433,112.238
1252,1506,6044,41312,100,600,1507,112.44
1252,1271,6044,41312,100,600,1272,62.92
1252,73,6044,41312,100,600,74,58.593999999999994
1291,66,6045,36515,100,600,67,111.338
1292,1367,6045,36515,100,600,1368,12.449000000000002
1292,170,6045,36515,100,600,171,33.441
1292,1284,6045,36515,100,600,1285,9.222000000000001
1292,84,6045,36515,100,600,85,25.63300000000001
1292,1282,6045,36515,100,600,1283,54.62600000000001
1292,81,6045,36515,100,600,82,13.901
1292,2177,6045,36515,100,600,2178,41.674
1292,977,6045,36515,100,600,978,7.322
1292,2174,6045,36515,100,600,2175,35.218
1292,1362,6045,36515,100,600,1363,62.94600000000001
1295,85,6045,36515,100,600,86,9.222000000000001
1295,2184,6045,36515,100,600,2185,41.076
1295,2165,6045,36515,100,600,2166,33.244
1295,2133,6045,36515,100,600,2134,51.257
1299,945,6045,36600,100,210,946,56.583999999999996
1299,2174,6045,36600,100,210,2175,35.218
1299,1362,6045,36600,100,210,1363,62.94600000000001
1299,162,6045,36600,100,210,163,41.43
1299,2186,6045,36600,100,210,2187,3.074
1299,2153,6045,36600,100,210,2154,47.707
1299,953,6045,36600,100,210,954,62.596000000000004
1299,961,6045,36600,100,210,962,64.235
1306,961,6045,36600,100,210,962,64.235
1306,2201,6045,36600,100,210,2202,39.551
1306,1787,6045,36600,100,210,1788,16.217
1306,1784,6045,36600,100,210,1785,112.821
1306,1355,6045,36600,100,210,1356,40.629
1306,1350,6045,36600,100,210,1351,12.732000000000001
1306,152,6045,36600,100,210,153,104.24700000000001
1306,1792,6045,36600,100,210,1793,82.919
1306,592,6045,36600,100,210,593,45.843
1306,1632,6045,36600,100,210,1633,75.46300000000002
1306,1384,6045,36600,100,210,1385,57.647
1306,1372,6045,36600,100,210,1373,50.021
1306,174,6045,36600,100,210,175,106.899
1310,174,6045,36600,100,210,175,106.899
1310,564,6045,36600,100,210,565,75.594
1310,1766,6045,36600,100,210,1767,103.126
1310,566,6045,36600,100,210,567,54.431999999999995
1342,966,6045,37869,100,700,967,33.244
1342,984,6045,37869,100,700,985,33.653
1342,1368,6045,37869,100,700,1369,40.859
1342,168,6045,37869,100,700,169,12.449000000000002
1342,1287,6045,37869,100,700,1288,39.108000000000004
1344,170,6045,37869,100,700,171,33.441
1344,1284,6045,37869,100,700,1285,9.222000000000001
1344,84,6045,37869,100,700,85,25.63300000000001
1344,1282,6045,37869,100,700,1283,54.62600000000001
1344,81,6045,37869,100,700,82,13.901
1344,2177,6045,37869,100,700,2178,41.674
1344,977,6045,37869,100,700,978,7.322
1344,2174,6045,37869,100,700,2175,35.218
1344,1362,6045,37869,100,700,1363,62.94600000000001
1348,162,6045,37869,100,700,163,41.43
1348,2186,6045,37869,100,700,2187,3.074
1348,2153,6045,37869,100,700,2154,47.707
1348,953,6045,37869,100,700,954,62.596000000000004
1348,961,6045,37869,100,700,962,64.235
1371,116,6046,36532,100,100,117,89.478
1371,470,6046,36532,100,100,471,76.487
1371,1093,6046,36532,100,100,1094,46.29
1371,1815,6046,36532,100,100,1816,67.743
1373,616,6046,36532,100,100,617,67.743
1373,2292,6046,36532,100,100,2293,46.29
1373,1669,6046,36532,100,100,1670,76.487
1373,1315,6046,36532,100,100,1316,89.478
1378,1093,6046,36532,100,100,1094,46.29
1378,1815,6046,36532,100,100,1816,67.743
1405,1814,6046,36532,100,100,1815,46.46100000000001
1405,616,6046,36532,100,100,617,67.743
1432,113,6046,36532,100,100,114,88.488
1432,1815,6046,36532,100,100,1816,67.743
1433,616,6046,36532,100,100,617,67.743
1433,1312,6046,36532,100,100,1313,88.488
1436,56,6046,36532,100,100,57,115.82799999999999
1436,57,6046,36532,100,100,58,78.194
1436,113,6046,36532,100,100,114,88.488
1436,1815,6046,36532,100,100,1816,67.743
1439,113,6046,36532,100,100,114,88.488
1439,1815,6046,36532,100,100,1816,67.743
1439,615,6046,36532,100,100,616,46.46100000000001
1446,1093,6046,36532,100,100,1094,46.29
1446,1815,6046,36532,100,100,1816,67.743
1468,616,6046,36532,100,100,617,67.743
1468,1312,6046,36532,100,100,1313,88.488
1468,114,6046,36532,100,100,115,47.574
1468,1316,6046,36532,100,100,1317,73.712
1468,115,6046,36532,100,100,116,8.955
1468,222,6046,36532,100,100,223,6.1670000000000025
1468,1420,6046,36532,100,100,1421,117.075
1468,1418,6046,36532,100,100,1419,112.421
1487,467,6046,43455,100,100,468,7.4529999999999985
1487,470,6046,43455,100,100,471,76.487
1487,1093,6046,43455,100,100,1094,46.29
1487,1815,6046,43455,100,100,1816,67.743
1487,615,6046,43455,100,100,616,46.46100000000001
1502,1312,6046,44224,100,700,1313,88.488
1502,114,6046,44224,100,700,115,47.574
1502,1316,6046,44224,100,700,1317,73.712
1502,115,6046,44224,100,700,116,8.955
1502,222,6046,44224,100,700,223,6.1670000000000025
1502,1420,6046,44224,100,700,1421,117.075
2062,1185,6055,41290,100,210,1186,116.896
2062,1193,6055,41290,100,210,1194,33.769
2062,2314,6055,41290,100,210,2315,120.449
2129,1110,6055,43538,100,100,1111,95.211
2129,2390,6055,43538,100,100,2391,32.688
2129,1185,6055,43538,100,100,1186,116.896
2153,1446,6055,43785,100,600,1447,176.013
2153,246,6055,43785,100,600,247,69.89
2212,196,6056,37453,100,600,197,97.336
2212,2295,6056,37453,100,600,2296,37.239000000000004
2212,1097,6056,37453,100,600,1098,29.296
2220,0,6056,37485,100,600,1,36.841
2220,2396,6056,37485,100,600,2397,28.39
2220,2395,6056,37485,100,600,2396,30.0
2220,1260,6056,37485,100,600,1261,6.871
2220,58,6056,37485,100,600,59,14.103
2220,2388,6056,37485,100,600,2389,20.069000000000006
2220,2387,6056,37485,100,600,2388,28.826
2220,284,6056,37485,100,600,285,30.531999999999996
2221,1242,6056,37485,100,600,1243,34.387
2221,1165,6056,37485,100,600,1166,35.14
2221,1166,6056,37485,100,600,1167,35.47
2221,3,6056,37485,100,600,4,114.51
2225,1204,6056,37529,100,600,1205,111.9
2225,4,6056,37529,100,600,5,52.964
2225,7,6056,37529,100,600,8,52.26600000000001
2225,1505,6056,37529,100,600,1506,58.093999999999994
2225,1271,6056,37529,100,600,1272,62.92
2225,73,6056,37529,100,600,74,58.593999999999994
2225,1276,6056,37529,100,600,1277,60.318999999999996
2410,1335,6065,38630,100,210,1336,8.663
2410,1317,6065,38630,100,210,1318,120.792
2410,119,6065,38630,100,210,120,9.082
2410,1420,6065,38630,100,210,1421,117.075
2410,1418,6065,38630,100,210,1419,112.421
2410,218,6065,38630,100,210,219,63.43
2410,1338,6065,38630,100,210,1339,56.119
2410,138,6065,38630,100,210,139,8.536
2410,140,6065,38630,100,210,141,56.409
2414,218,6065,38672,100,500,219,63.43
2414,1511,6065,38672,100,500,1512,8.736
2414,1416,6065,38672,100,500,1417,64.117
2414,216,6065,38672,100,500,217,8.554
2414,220,6065,38672,100,500,221,8.374
2414,1336,6065,38672,100,500,1337,111.664
2414,1317,6065,38672,100,500,1318,120.792
2425,1418,6065,38949,100,700,1419,112.421
2425,1415,6065,38949,100,700,1416,8.554
2425,215,6065,38949,100,700,216,117.831
2425,1413,6065,38949,100,700,1414,116.118
2425,1273,6065,38949,100,700,1274,109.99700000000001
2425,73,6065,38949,100,700,74,58.593999999999994
2752,1317,6076,38830,100,100,1318,120.792
2752,115,6076,38830,100,100,116,8.955
2752,1343,6076,38830,100,100,1344,71.275
2752,1311,6076,38830,100,100,1312,79.28699999999998
2770,1554,6077,39989,100,100,1555,83.79
2770,1287,6077,39989,100,100,1288,39.108000000000004
2791,88,6077,40216,100,600,89,39.108000000000004
2902,87,6078,41134,100,600,88,11.349
2902,1080,6078,41134,100,600,1081,106.65799999999999
2905,1395,6078,41134,100,600,1396,97.336
2905,194,6078,41134,100,600,195,29.265
2905,1864,6078,41134,100,600,1865,30.351
2905,664,6078,41134,100,600,665,29.768
2905,1396,6078,41134,100,600,1397,30.9
2905,200,6078,41134,100,600,201,7.577000000000001
2905,2390,6078,41134,100,600,2391,32.688
2905,2389,6078,41134,100,600,2390,28.625
2905,203,6078,41134,100,600,204,30.555999999999997
2905,1244,6078,41134,100,600,1245,32.619
2906,1173,6078,41147,100,600,1174,36.047
2906,1243,6078,41147,100,600,1244,109.149
2906,1241,6078,41147,100,600,1242,103.85
2906,40,6078,41147,100,600,41,35.649
2906,1481,6078,41147,100,600,1482,30.923000000000002
2906,1186,6078,41147,100,600,1187,29.590999999999998
2906,1187,6078,41147,100,600,1188,32.814
2906,1306,6078,41147,100,600,1307,6.44
2906,1194,6078,41147,100,600,1195,29.646
2906,1195,6078,41147,100,600,1196,30.0
2906,1838,6078,41147,100,600,1839,16.343
2906,1439,6078,41147,100,600,1440,29.34
2906,241,6078,41147,100,600,242,30.414
2913,568,6078,41147,100,600,569,39.024
2913,1890,6078,41147,100,600,1891,84.70100000000002
2913,690,6078,41147,100,600,691,64.653
2913,1888,6078,41147,100,600,1889,65.75
2913,687,6078,41147,100,600,688,106.012
2913,1764,6078,41147,100,600,1765,78.834
2913,564,6078,41147,100,600,565,75.594
2913,1766,6078,41147,100,600,1767,103.126
2914,1766,6078,41147,100,600,1767,103.126
2914,566,6078,41147,100,600,567,54.431999999999995
2914,849,6078,41147,100,600,850,53.619
2914,860,6078,41147,100,600,861,42.187
2914,879,6078,41147,100,600,880,7.9910000000000005
2914,1106,6078,41147,100,600,1107,46.224
2915,1813,6078,41157,100,600,1814,45.275
2915,613,6078,41157,100,600,614,9.504
2915,2305,6078,41157,100,600,2306,46.224
2915,2078,6078,41157,100,600,2079,7.9910000000000005
2915,2059,6078,41157,100,600,2060,42.187
2915,2048,6078,41157,100,600,2049,53.619
2915,850,6078,41157,100,600,851,109.904
2915,1382,6078,41157,100,600,1383,51.974
2915,182,6078,41157,100,600,183,110.95700000000001
2915,567,6078,41157,100,600,568,103.126
2915,1763,6078,41157,100,600,1764,75.594
2915,565,6078,41157,100,600,566,78.834
2915,1886,6078,41157,100,600,1887,106.012
2915,689,6078,41157,100,600,690,65.75
2915,1889,6078,41157,100,600,1890,64.653
2915,691,6078,41157,100,600,692,84.70100000000002
2915,1767,6078,41157,100,600,1768,39.024
2915,1553,6078,41157,100,600,1554,12.152000000000001
2915,353,6078,41157,100,600,354,22.688000000000002
2915,1932,6078,41157,100,600,1933,59.365
2924,242,6078,41177,100,300,243,84.094
2924,244,6078,41177,100,300,245,8.761000000000001
2924,2294,6078,41177,100,300,2295,28.837
3016,87,6081,37926,100,200,88,11.349
3016,1080,6081,37926,100,200,1081,106.65799999999999
3050,87,6081,37926,100,200,88,11.349
3050,1080,6081,37926,100,200,1081,106.65799999999999
3099,348,6083,39937,100,500,349,182.142
3099,1443,6083,39937,100,500,1444,8.761000000000001
3099,1201,6083,39937,100,500,1202,37.635
3099,1,6083,39937,100,500,2,81.084
3099,639,6083,39937,100,500,640,16.343
3099,1867,6083,39937,100,500,1868,79.99
3100,1195,6083,40111,100,500,1196,30.0
3100,1867,6083,40111,100,500,1868,79.99
3100,1199,6083,40111,100,500,1200,36.841
3100,2,6083,40111,100,500,3,37.635
3100,244,6083,40111,100,500,245,8.761000000000001
3100,1105,6083,40111,100,500,1106,39.714
3100,2295,6083,40111,100,500,2296,37.239000000000004
3100,1866,6083,40111,100,500,1867,92.427
3105,667,6083,40111,100,500,668,92.427
3105,1096,6083,40111,100,500,1097,37.239000000000004
3105,2304,6083,40111,100,500,2305,39.714
3128,2304,6086,38782,100,500,2305,39.714
3128,2294,6086,38782,100,500,2295,28.837
3128,1094,6086,38782,100,500,1095,77.645
3128,1883,6086,38782,100,500,1884,8.493
3140,1201,6086,38803,100,210,1202,37.635
3140,0,6086,38803,100,210,1,36.841
3140,2396,6086,38803,100,210,2397,28.39
3140,2395,6086,38803,100,210,2396,30.0
3140,1260,6086,38803,100,210,1261,6.871
3141,1259,6086,38803,100,210,1260,84.50399999999998
3141,59,6086,38803,100,210,60,9.782
3141,1111,6086,38803,100,210,1112,14.71
3141,2388,6086,38803,100,210,2389,20.069000000000006
3141,2387,6086,38803,100,210,2388,28.826
3141,1480,6086,38803,100,210,1481,95.954
3141,1186,6086,38803,100,210,1187,29.590999999999998
3231,579,6093,37630,100,200,580,123.772
3231,1874,6093,37630,100,200,1875,3.0780000000000003
3231,1639,6093,37630,100,200,1640,43.416000000000004
3231,1596,6093,37630,100,200,1597,99.413
3231,399,6093,37630,100,200,400,89.97200000000002
3231,1662,6093,37630,100,200,1663,71.15899999999998
3231,1659,6093,37630,100,200,1660,114.99700000000001
3231,1652,6093,37630,100,200,1653,89.12100000000002
3231,452,6093,37630,100,200,453,97.91
3231,1145,6093,37630,100,200,1146,10.456
3231,1645,6093,37630,100,200,1646,113.098
3233,2339,6093,37630,100,200,2340,234.625
3233,1453,6093,37630,100,200,1454,125.62200000000001
3261,1286,6097,35777,100,100,1287,11.349
3316,88,6098,39510,100,500,89,39.108000000000004
3317,88,6098,39510,100,500,89,39.108000000000004
3317,1367,6098,39510,100,500,1368,12.449000000000002
3317,170,6098,39510,100,500,171,33.441
3317,1284,6098,39510,100,500,1285,9.222000000000001
3317,84,6098,39510,100,500,85,25.63300000000001
3317,1282,6098,39510,100,500,1283,54.62600000000001
3317,81,6098,39510,100,500,82,13.901
3317,2150,6098,39510,100,500,2151,48.713
3317,948,6098,39510,100,500,949,35.184
3317,2346,6098,39510,100,500,2347,37.614000000000004
3320,2177,6098,39510,100,500,2178,41.674
3320,977,6098,39510,100,500,978,7.322
3320,2144,6098,39510,100,500,2145,56.583999999999996
3335,1784,6098,39510,100,500,1785,112.821
3335,1355,6098,39510,100,500,1356,40.629
3335,1350,6098,39510,100,500,1351,12.732000000000001
3335,152,6098,39510,100,500,153,104.24700000000001
3335,1792,6098,39510,100,500,1793,82.919
3335,592,6098,39510,100,500,593,45.843
3335,710,6098,39510,100,500,711,83.15799999999999
3338,1384,6098,39510,100,500,1385,57.647
3338,1372,6098,39510,100,500,1373,50.021
3338,174,6098,39510,100,500,175,106.899
3342,1889,6098,39510,100,500,1890,64.653
3342,1884,6098,39510,100,500,1885,48.015
3344,733,6098,39510,100,500,734,59.365
3344,1552,6098,39510,100,500,1553,22.688000000000002
3344,354,6098,39510,100,500,355,12.152000000000001
3344,568,6098,39510,100,500,569,39.024
3344,1302,6098,39510,100,500,1303,47.26300000000001
3344,102,6098,39510,100,500,103,28.897
3344,1201,6098,39510,100,500,1202,37.635
3463,1248,6101,36270,100,500,1249,57.653
3463,47,6101,36270,100,500,48,50.65
3463,1232,6101,36270,100,500,1233,49.32
3463,2363,6101,36270,100,500,2364,35.269
3463,2362,6101,36270,100,500,2363,35.328
3463,40,6101,36270,100,500,41,35.649
3463,1481,6101,36270,100,500,1482,30.923000000000002
3463,1186,6101,36270,100,500,1187,29.590999999999998
3463,1187,6101,36270,100,500,1188,32.814
3463,1306,6101,36270,100,500,1307,6.44
3463,106,6101,36270,100,500,107,89.415
3463,1264,6101,36270,100,500,1265,83.47
3463,62,6101,36270,100,500,63,7.45
3463,1835,6101,36270,100,500,1836,47.835
3463,635,6101,36270,100,500,636,29.746
3463,1237,6101,36270,100,500,1238,30.999000000000002
3463,39,6101,36270,100,500,40,57.673
3463,1161,6101,36270,100,500,1162,31.951
3463,1162,6101,36270,100,500,1163,32.893
3463,638,6101,36270,100,500,639,48.294
