モニターID,ダイアリーID,交通手段,リンクID,リンク出発時刻,所要時間(s),速度(km/h),リンクコスト,リンク長(m)
6134,4931,100,290,2019-11-27 12:05:52.0,35.0,0.7,0,6.9860000000000015
6134,4931,100,2393,2019-11-27 12:06:27.0,42.0,2.8,0,33.769
6134,4931,100,2392,2019-11-27 12:07:09.0,6.0,16.7,0,27.995
6134,4932,100,2392,2019-11-27 12:07:16.0,4.0,25.1,1,27.995
6134,4936,100,1193,2019-11-27 12:46:20.0,10.0,10.0,0,27.995
6134,4936,100,1194,2019-11-27 12:46:30.0,59.0,2.0,1,33.769
6134,4936,100,1489,2019-11-27 12:47:29.0,5.0,5.0,0,6.9860000000000015
6134,4936,100,291,2019-11-27 12:47:34.0,6.0,16.4,2,27.337
6134,4936,100,1873,2019-11-27 12:47:40.0,100.0,1.1,4,31.785
6134,4936,100,673,2019-11-27 12:49:20.0,12.0,8.7,3,29.156
6134,4936,100,1149,2019-11-27 12:49:32.0,54.0,2.0,3,31.318
6134,4936,100,1547,2019-11-27 12:50:26.0,190.0,0.8,5,43.474
6134,4936,100,347,2019-11-27 12:53:36.0,0.0,2.147483647E8,10,44.957
6134,4937,100,1546,2019-11-27 13:02:15.0,0.0,2.147483647E8,0,44.957
6141,5116,100,261,2019-11-26 08:31:08.0,48.0,6.1,4,82.34700000000002
6151,5529,100,257,2019-12-02 08:50:33.0,2.0,27.7,0,15.399
6151,5530,100,236,2019-12-02 08:52:59.0,24.0,4.4,0,29.807
6151,5531,100,252,2019-12-02 08:55:16.0,7.0,16.9,5,32.897
6151,5532,100,1451,2019-12-02 12:06:43.0,23.0,5.1,0,32.897
6151,5532,100,253,2019-12-02 12:07:06.0,21.0,5.8,0,34.228
6151,5532,100,1450,2019-12-02 12:07:27.0,22.0,4.7,0,28.873
6151,5532,100,1210,2019-12-02 12:07:49.0,141.0,1.0,2,41.402
6151,5532,100,10,2019-12-02 12:10:10.0,11.0,3.2,0,10.072
6151,5532,100,73,2019-12-02 12:10:21.0,38.0,5.9,2,62.92
6151,5532,100,307,2019-12-02 12:10:59.0,49.0,4.2,1,58.094
6151,5532,100,315,2019-12-02 12:11:48.0,31.0,6.6,0,57.19
6151,5532,100,1248,2019-12-02 12:12:19.0,45.0,4.9,1,62.267
6151,5532,100,48,2019-12-02 12:13:04.0,26.0,7.0,1,50.65
6151,5532,100,1233,2019-12-02 12:13:30.0,30.0,5.9,2,49.32
6151,5532,100,2364,2019-12-02 12:14:00.0,33.0,3.8,0,35.269
6151,5532,100,2363,2019-12-02 12:14:33.0,24.0,5.2,0,35.328
6151,5533,100,1164,2019-12-02 12:49:23.0,34.0,3.7,0,35.328
6151,5533,100,1165,2019-12-02 12:49:57.0,36.0,3.5,2,35.269
6151,5533,100,34,2019-12-02 12:50:33.0,29.0,6.1,1,49.32
6151,5533,100,1247,2019-12-02 12:51:02.0,48.0,3.7,1,50.65
6151,5533,100,50,2019-12-02 12:51:50.0,46.0,4.5,2,57.653
6151,5533,100,1276,2019-12-02 12:52:36.0,54.0,4.1,0,62.848
6151,5533,100,1269,2019-12-02 12:53:30.0,8.0,4.3,0,9.63
6151,5533,100,71,2019-12-02 12:53:38.0,31.0,4.8,1,41.43600000000001
6151,5533,100,236,2019-12-02 12:54:09.0,23.0,4.6,0,29.807
6151,5533,100,1438,2019-12-02 12:54:32.0,21.0,5.2,0,30.636
6151,5533,100,240,2019-12-02 12:54:53.0,96.0,4.2,21,112.627
6151,5533,100,252,2019-12-02 12:56:29.0,3.0,39.4,3,32.897
6151,5535,100,239,2019-12-02 20:10:17.0,20.0,5.5,0,30.636
6151,5535,100,1435,2019-12-02 20:10:37.0,26.0,4.1,0,29.807
6151,5535,100,1270,2019-12-02 20:11:03.0,66.0,2.2,0,41.43600000000001
6151,5536,100,72,2019-12-02 20:12:12.0,0.0,2.147483647E8,0,7.331
6151,5536,100,237,2019-12-02 20:12:12.0,88.0,3.5,0,87.934
6151,5555,100,1271,2019-12-03 08:49:25.0,3.0,8.7,0,7.331
6151,5560,100,252,2019-12-03 08:52:08.0,0.0,2.147483647E8,5,32.897
6151,5561,100,213,2019-12-03 12:12:07.0,22.0,5.4,0,33.501999999999995
6151,5561,100,225,2019-12-03 12:12:29.0,42.0,5.6,2,65.556
6151,5561,100,233,2019-12-03 12:13:11.0,74.0,5.6,7,115.608
6151,5561,100,1498,2019-12-03 12:14:25.0,25.0,6.3,0,44.075
6151,5562,100,19,2019-12-03 12:17:38.0,0.0,2.147483647E8,0,8.499
6151,5562,100,1420,2019-12-03 12:17:38.0,2.0,15.0,0,8.374
6151,5562,100,219,2019-12-03 12:17:40.0,35.0,6.5,0,63.43
6151,5562,100,1339,2019-12-03 12:18:15.0,48.0,4.2,3,56.119
6151,5562,100,139,2019-12-03 12:19:03.0,3.0,10.2,0,8.536
6151,5562,100,142,2019-12-03 12:19:06.0,29.0,7.0,0,56.61600000000001
6151,5562,100,192,2019-12-03 12:19:35.0,28.0,4.2,1,32.727
6151,5562,100,1251,2019-12-03 12:20:03.0,0.0,2.147483647E8,0,7.465
6151,5562,100,54,2019-12-03 12:20:03.0,72.0,2.1,0,43.341
6151,5563,100,1251,2019-12-03 12:21:28.0,0.0,2.147483647E8,1,7.465
6151,5564,100,221,2019-12-03 12:49:07.0,1.0,30.1,0,8.374
6151,5564,100,1218,2019-12-03 12:49:08.0,3.0,10.1,0,8.499
6151,5564,100,20,2019-12-03 12:49:11.0,18.0,8.9,0,44.865
6151,5564,100,231,2019-12-03 12:49:29.0,131.0,1.9,0,70.514
6151,5564,100,1781,2019-12-03 12:51:40.0,0.0,2.147483647E8,0,7.63
6151,5565,100,1411,2019-12-03 12:52:50.0,97.0,4.2,5,114.5
6151,5565,100,211,2019-12-03 12:54:27.0,109.0,3.6,0,110.909
6151,5568,100,30,2019-12-03 18:50:13.0,0.0,2.147483647E8,0,28.631
6151,5569,100,1451,2019-12-03 20:47:44.0,0.0,2.147483647E8,11,32.897
6151,5569,100,253,2019-12-03 20:47:44.0,518.0,0.2,16,34.228
6151,5571,100,72,2019-12-03 20:56:39.0,0.0,2.147483647E8,0,7.331
6151,5571,100,237,2019-12-03 20:56:39.0,86.0,3.6,0,87.934
6151,5587,100,1451,2019-12-04 12:14:57.0,37.0,3.2,2,32.897
6151,5587,100,253,2019-12-04 12:15:34.0,32.0,3.8,0,34.228
6151,5587,100,1450,2019-12-04 12:16:06.0,13.0,7.9,0,28.873
6151,5587,100,1210,2019-12-04 12:16:19.0,33.0,4.5,1,41.402
6151,5587,100,10,2019-12-04 12:16:52.0,13.0,2.7,0,10.072
6151,5587,100,73,2019-12-04 12:17:05.0,76.0,2.9,3,62.92
6151,5587,100,307,2019-12-04 12:18:21.0,39.0,5.3,0,58.094
6151,5587,100,1207,2019-12-04 12:19:00.0,60.0,3.1,2,52.26600000000001
6151,5587,100,7,2019-12-04 12:20:00.0,69.0,6.1,1,117.666
6151,5587,100,1233,2019-12-04 12:21:09.0,32.0,5.5,2,49.32
6151,5587,100,2364,2019-12-04 12:21:41.0,26.0,4.8,0,35.269
6151,5587,100,2363,2019-12-04 12:22:07.0,26.0,4.8,0,35.328
6151,5588,100,1164,2019-12-04 12:49:46.0,21.0,6.0,0,35.328
6151,5588,100,1165,2019-12-04 12:50:07.0,21.0,6.0,1,35.269
6151,5588,100,34,2019-12-04 12:50:28.0,27.0,6.5,0,49.32
6151,5588,100,1247,2019-12-04 12:50:55.0,47.0,3.8,2,50.65
6151,5588,100,50,2019-12-04 12:51:42.0,40.0,5.1,4,57.653
6151,5588,100,1276,2019-12-04 12:52:22.0,61.0,3.7,0,62.848
6151,5588,100,1269,2019-12-04 12:53:23.0,14.0,2.4,0,9.63
6151,5588,100,71,2019-12-04 12:53:37.0,84.0,1.7,0,41.43600000000001
6151,5588,100,236,2019-12-04 12:55:01.0,21.0,5.1,1,29.807
6151,5588,100,1438,2019-12-04 12:55:22.0,24.0,4.5,0,30.636
6151,5588,100,240,2019-12-04 12:55:46.0,88.0,4.6,15,112.627
6151,5588,100,252,2019-12-04 12:57:14.0,9.0,13.1,6,32.897
6156,5912,100,602,2019-12-03 10:08:14.0,81.0,1.5,0,34.825
6156,5928,100,1626,2019-12-04 09:54:34.0,18.0,9.5,0,47.757
6156,5929,100,732,2019-12-04 09:55:48.0,30.0,4.6,0,38.607
6156,5929,100,1020,2019-12-04 09:56:18.0,49.0,6.5,0,88.527
6156,5929,100,1880,2019-12-04 09:57:07.0,7.0,3.9,0,7.688
6156,5930,100,690,2019-12-04 09:58:20.0,0.0,2.147483647E8,7,65.75
6156,5933,100,1768,2019-12-04 10:23:04.0,10.0,14.0,9,39.024
6156,5933,100,1554,2019-12-04 10:23:14.0,6.0,7.2,2,12.152
6156,5933,100,354,2019-12-04 10:23:20.0,4.0,20.4,3,22.688
6156,5933,100,1905,2019-12-04 10:23:24.0,14.0,8.2,2,32.05
6156,5937,100,1358,2019-12-04 10:28:56.0,10.0,4.3,0,12.129
6156,5937,100,158,2019-12-04 10:29:06.0,16.0,10.5,1,46.893
6156,5937,100,559,2019-12-04 10:29:22.0,33.0,3.7,1,34.532
6156,5937,100,595,2019-12-04 10:29:55.0,10.0,4.0,0,11.193
6156,5937,100,957,2019-12-04 10:30:05.0,17.0,3.7,0,17.608
6156,5938,100,1361,2019-12-04 10:31:27.0,21.0,8.2,0,47.86600000000001
6156,5940,100,979,2019-12-04 10:33:14.0,11.0,13.6,0,41.674
6156,5940,100,1281,2019-12-04 10:33:25.0,10.0,5.0,0,13.901
6156,5950,100,88,2019-12-04 10:38:23.0,0.0,2.147483647E8,2,11.349
6156,6000,100,278,2019-12-06 12:21:26.0,0.0,2.147483647E8,0,8.672
6156,6015,100,2200,2019-12-06 12:30:57.0,29.0,5.4,1,43.776
6156,6015,100,2137,2019-12-06 12:31:26.0,36.0,5.9,1,59.558
6156,6015,100,940,2019-12-06 12:32:02.0,7.0,8.9,0,17.349
6156,6015,100,2201,2019-12-06 12:32:09.0,57.0,2.8,2,45.355
6156,6015,100,2159,2019-12-06 12:33:06.0,0.0,2.147483647E8,0,37.825
6156,6021,100,350,2019-12-06 12:38:00.0,59.0,6.1,5,100.849
6156,6021,100,705,2019-12-06 12:38:59.0,26.0,7.1,1,51.463
6156,6022,100,1892,2019-12-06 12:40:22.0,74.0,3.4,25,70.359
6156,6022,100,1888,2019-12-06 12:41:36.0,8.0,49.1,11,109.2
6156,6022,100,688,2019-12-06 12:41:44.0,60.0,6.3,16,106.012
6160,6212,100,88,2019-12-02 07:55:01.0,111.0,0.3,0,11.349
6160,6242,100,88,2019-12-03 08:07:45.0,4.0,10.2,0,11.349
6160,6286,100,88,2019-12-04 16:55:27.0,0.0,2.147483647E8,1,11.349
6163,6343,100,88,2019-12-02 17:49:38.0,0.0,2.147483647E8,2,11.349
6163,6392,100,88,2019-12-03 18:25:40.0,0.0,2.147483647E8,1,11.349
6166,6472,100,88,2019-12-06 20:09:07.0,0.0,2.147483647E8,1,11.349
6172,8681,100,88,2019-12-04 10:03:12.0,4.0,10.2,2,11.349
6175,8700,100,305,2019-12-03 08:29:51.0,41.0,5.4,0,61.677
6175,8700,100,1505,2019-12-03 08:30:32.0,37.0,5.5,2,57.331
6175,8700,100,307,2019-12-03 08:31:09.0,59.0,3.5,4,58.094
6175,8700,100,1207,2019-12-03 08:32:08.0,47.0,4.0,3,52.26600000000001
6175,8700,100,1204,2019-12-03 08:32:55.0,41.0,4.6,3,52.964
6175,8700,100,2366,2019-12-03 08:33:36.0,52.0,2.4,0,35.47
6175,8700,100,2365,2019-12-03 08:34:28.0,133.0,0.9,1,35.14
6175,8703,100,1242,2019-12-03 18:59:02.0,91.0,4.1,1,103.85
6175,8703,100,1164,2019-12-03 19:00:33.0,46.0,2.7,1,35.328
6175,8703,100,1165,2019-12-03 19:01:19.0,43.0,2.9,0,35.269
6175,8706,100,50,2019-12-03 19:57:53.0,53.0,3.9,2,57.653
6175,8713,100,70,2019-12-04 08:26:30.0,0.0,2.147483647E8,0,9.63
6175,8714,100,1505,2019-12-04 08:28:15.0,33.0,6.2,2,57.331
6175,8714,100,307,2019-12-04 08:28:48.0,69.0,3.0,4,58.094
6175,8714,100,1207,2019-12-04 08:29:57.0,55.0,3.4,2,52.26600000000001
6175,8714,100,1204,2019-12-04 08:30:52.0,31.0,6.1,2,52.964
6175,8714,100,2366,2019-12-04 08:31:23.0,60.0,2.1,1,35.47
6175,8714,100,2365,2019-12-04 08:32:23.0,0.0,2.147483647E8,0,35.14
6175,8717,100,1203,2019-12-04 18:50:00.0,103.0,4.0,0,114.51
6175,8717,100,5,2019-12-04 18:51:43.0,36.0,5.2,4,52.964
6175,8717,100,8,2019-12-04 18:52:19.0,61.0,3.0,5,52.26600000000001
6175,8717,100,1506,2019-12-04 18:53:20.0,52.0,4.0,2,58.094
6175,8717,100,306,2019-12-04 18:54:12.0,55.0,3.7,0,57.331
6175,8717,100,1504,2019-12-04 18:55:07.0,61.0,3.6,0,61.677
6175,8736,100,1505,2019-12-05 08:30:28.0,54.0,3.8,0,57.331
6175,8736,100,307,2019-12-05 08:31:22.0,26.0,8.0,1,58.094
6175,8740,100,1173,2019-12-05 08:35:53.0,29.0,4.1,0,33.065
6175,8740,100,1174,2019-12-05 08:36:22.0,26.0,4.9,0,36.047
6175,8742,100,2373,2019-12-05 20:02:34.0,41.0,3.1,0,36.047
6175,8742,100,2372,2019-12-05 20:03:15.0,42.0,2.8,2,33.065
6175,8742,100,37,2019-12-05 20:03:57.0,30.0,3.3,0,27.848000000000006
6175,8742,100,1404,2019-12-05 20:04:27.0,23.0,4.4,0,28.123
6175,8742,100,1208,2019-12-05 20:04:50.0,111.0,3.6,1,113.421
6175,8742,100,8,2019-12-05 20:06:41.0,58.0,3.2,2,52.26600000000001
6175,8742,100,315,2019-12-05 20:07:39.0,42.0,4.9,0,57.19
6175,8742,100,1248,2019-12-05 20:08:21.0,62.0,3.6,1,62.267
6175,8742,100,50,2019-12-05 20:09:23.0,57.0,3.6,0,57.653
6179,9032,100,88,2019-12-04 10:06:01.0,0.0,2.147483647E8,2,11.349
6183,9190,100,2153,2019-12-02 11:00:37.0,51.0,4.4,14,62.596
6183,9190,100,955,2019-12-02 11:01:28.0,0.0,2.147483647E8,5,47.707
6183,9190,100,988,2019-12-02 11:01:28.0,0.0,2.147483647E8,0,3.074
6183,9190,100,1362,2019-12-02 11:01:28.0,9.0,16.5,0,41.43
6183,9190,100,164,2019-12-02 11:01:37.0,367.0,0.6,0,62.94600000000001
6183,9190,100,976,2019-12-02 11:07:44.0,18.0,7.0,0,35.218
6183,9190,100,2177,2019-12-02 11:08:02.0,5.0,5.2,0,7.322
6183,9190,100,979,2019-12-02 11:08:07.0,32.0,4.6,0,41.674
6183,9190,100,1281,2019-12-02 11:08:39.0,8.0,6.2,0,13.901
6183,9190,100,84,2019-12-02 11:08:47.0,35.0,5.6,0,54.62600000000001
6188,9290,100,171,2019-12-02 11:51:18.0,47.0,2.5,0,33.441
6188,9290,100,1285,2019-12-02 11:52:05.0,8.0,4.1,0,9.222
6188,9291,100,86,2019-12-02 12:13:13.0,7.0,4.7,0,9.222
6188,9315,100,169,2019-12-05 19:48:40.0,0.0,2.147483647E8,1,12.449000000000002
6188,9326,100,85,2019-12-05 19:50:00.0,26.0,3.5,0,25.633000000000006
6188,9326,100,1283,2019-12-05 19:50:26.0,41.0,4.7,1,54.62600000000001
6188,9326,100,82,2019-12-05 19:51:07.0,13.0,3.8,0,13.901
6188,9326,100,2178,2019-12-05 19:51:20.0,54.0,2.7,1,41.674
6188,9326,100,978,2019-12-05 19:52:14.0,9.0,2.9,0,7.322
6188,9326,100,2175,2019-12-05 19:52:23.0,15.0,8.4,0,35.218
6188,9326,100,1363,2019-12-05 19:52:38.0,55.0,4.1,2,62.94600000000001
6188,9327,100,164,2019-12-05 20:19:44.0,71.0,3.1,3,62.94600000000001
6188,9327,100,976,2019-12-05 20:20:55.0,337.0,0.3,7,35.218
6188,9327,100,2145,2019-12-05 20:26:32.0,6.0,33.9,6,56.584
6188,9327,100,944,2019-12-05 20:26:38.0,42.0,4.5,1,52.857
6188,9327,100,2132,2019-12-05 20:27:20.0,3.0,9.2,0,7.74
6188,9327,100,932,2019-12-05 20:27:23.0,44.0,4.3,0,52.95399999999999
6188,9327,100,2155,2019-12-05 20:28:07.0,13.0,6.1,0,22.152
6188,9327,100,1284,2019-12-05 20:28:20.0,17.0,5.4,0,25.633000000000006
6188,9327,100,86,2019-12-05 20:28:37.0,7.0,4.7,0,9.222
6188,9327,100,1370,2019-12-05 20:28:44.0,28.0,4.2,0,33.441
6192,9364,100,2153,2019-12-03 18:48:42.0,51.0,4.4,1,62.596
6192,9365,100,1758,2019-12-03 18:51:32.0,17.0,7.3,0,34.532
6192,9365,100,1357,2019-12-03 18:51:49.0,42.0,4.0,0,46.893
6192,9365,100,159,2019-12-03 18:52:31.0,11.0,3.9,0,12.129
6192,9365,100,1907,2019-12-03 18:52:42.0,35.0,6.0,3,58.8
6192,9365,100,1550,2019-12-03 18:53:17.0,59.0,3.7,0,61.543
6192,9365,100,350,2019-12-03 18:54:16.0,59.0,6.1,3,100.849
6192,9365,100,706,2019-12-03 18:55:15.0,27.0,4.2,0,32.05
6192,9365,100,1553,2019-12-03 18:55:42.0,4.0,20.4,0,22.688
6192,9365,100,355,2019-12-03 18:55:46.0,12.0,3.6,1,12.152
6192,9365,100,569,2019-12-03 18:55:58.0,46.0,3.0,0,39.024
6192,9365,100,1303,2019-12-03 18:56:44.0,9.0,18.9,3,47.26300000000001
6192,9365,100,103,2019-12-03 18:56:53.0,15.0,6.9,3,28.897
6192,9365,100,1202,2019-12-03 18:57:08.0,37.0,3.6,2,37.635
6192,9365,100,1,2019-12-03 18:57:45.0,37.0,3.5,1,36.841
6192,9365,100,2397,2019-12-03 18:58:22.0,24.0,4.2,0,28.39
6192,9366,100,1243,2019-12-03 19:00:17.0,15.0,8.2,0,34.387
6192,9367,100,5,2019-12-03 19:01:22.0,36.0,5.2,1,52.964
6192,9373,100,2366,2019-12-03 20:07:31.0,19.0,6.7,2,35.47
6192,9373,100,2365,2019-12-03 20:07:50.0,17.0,7.4,1,35.14
6192,9373,100,44,2019-12-03 20:08:07.0,39.0,3.1,1,34.387
6192,9373,100,1484,2019-12-03 20:08:46.0,18.0,6.1,1,30.532
6192,9373,100,1189,2019-12-03 20:09:04.0,19.0,5.4,2,28.826
6192,9373,100,1190,2019-12-03 20:09:23.0,7.0,10.3,0,20.069000000000006
6192,9373,100,2311,2019-12-03 20:09:30.0,24.0,2.2,0,14.71
6192,9373,100,2309,2019-12-03 20:09:54.0,8.0,3.3,0,7.484
6192,9373,100,2304,2019-12-03 20:10:02.0,17.0,6.3,0,29.959
6192,9373,100,2297,2019-12-03 20:10:19.0,18.0,5.8,0,29.296
6192,9385,100,593,2019-12-05 20:33:27.0,0.0,2.147483647E8,7,45.843
6192,9391,100,1385,2019-12-05 20:35:20.0,42.0,4.9,2,57.647
6192,9391,100,1373,2019-12-05 20:36:02.0,38.0,4.7,2,50.021
6192,9391,100,173,2019-12-05 20:36:40.0,81.0,3.6,13,81.19
6192,9391,100,721,2019-12-05 20:38:01.0,1.0,388.7,5,107.993
6192,9391,100,1887,2019-12-05 20:38:02.0,72.0,5.3,19,106.012
6192,9391,100,690,2019-12-05 20:39:14.0,62.0,3.8,15,65.75
6192,9391,100,1890,2019-12-05 20:40:16.0,45.0,5.1,13,64.653
6192,9391,100,692,2019-12-05 20:41:01.0,81.0,3.7,13,84.70100000000002
6192,9391,100,1303,2019-12-05 20:42:22.0,27.0,6.3,0,47.26300000000001
6192,9391,100,103,2019-12-05 20:42:49.0,21.0,4.9,1,28.897
6192,9391,100,245,2019-12-05 20:43:10.0,0.0,2.147483647E8,0,8.761000000000001
6192,9391,100,1106,2019-12-05 20:43:10.0,48.0,2.9,3,39.714
6192,9391,100,2296,2019-12-05 20:43:58.0,20.0,6.7,0,37.239
6192,9393,100,1444,2019-12-05 21:40:28.0,0.0,2.147483647E8,0,8.761000000000001
6192,9393,100,1302,2019-12-05 21:40:28.0,27.0,3.8,0,28.897
6192,9393,100,106,2019-12-05 21:40:55.0,4.0,7.8,0,8.703
6192,9393,100,1095,2019-12-05 21:40:59.0,46.0,6.0,0,77.645
6192,9393,100,1884,2019-12-05 21:41:45.0,2.0,15.2,0,8.493
6192,9393,100,687,2019-12-05 21:41:47.0,68.0,3.3,0,64.072
6192,9393,100,1881,2019-12-05 21:42:55.0,80.0,3.0,1,67.759
6192,9398,100,1374,2019-12-05 21:47:51.0,90.0,4.2,1,106.899
6192,9398,100,174,2019-12-05 21:49:21.0,31.0,5.8,0,50.021
6192,9398,100,186,2019-12-05 21:49:52.0,58.0,3.5,2,57.647
6192,9398,100,434,2019-12-05 21:50:50.0,48.0,5.6,1,75.46300000000002
6193,9452,100,944,2019-12-03 12:31:26.0,43.0,4.4,1,52.857
6193,9452,100,2132,2019-12-03 12:32:09.0,2.0,13.9,0,7.74
6193,9452,100,932,2019-12-03 12:32:11.0,30.0,6.3,0,52.95399999999999
6193,9452,100,2155,2019-12-03 12:32:41.0,17.0,4.6,0,22.152
6193,9545,100,246,2019-12-05 09:38:33.0,0.0,2.147483647E8,3,11.504
6193,9548,100,1115,2019-12-05 09:40:37.0,3.0,9.1,0,7.622000000000001
6193,9556,100,126,2019-12-05 09:42:53.0,47.0,3.2,0,42.01600000000001
6193,9557,100,1336,2019-12-05 09:46:44.0,0.0,2.147483647E8,0,8.663
6193,9568,100,16,2019-12-05 09:51:20.0,0.0,2.147483647E8,17,114.562
6201,9697,100,88,2019-12-02 07:46:44.0,0.0,2.147483647E8,2,11.349
6201,9700,100,1459,2019-12-02 07:49:55.0,0.0,2.147483647E8,2,13.613
6201,9705,100,268,2019-12-02 07:50:42.0,1.0,32.8,0,9.129
6201,9718,100,259,2019-12-02 22:43:13.0,11.0,75.5,12,230.96
6201,9719,100,1460,2019-12-02 22:44:29.0,49.0,6.0,4,82.34700000000002
6201,9719,100,260,2019-12-02 22:45:18.0,13.0,3.7,0,13.613
6201,9720,100,88,2019-12-02 22:49:56.0,0.0,2.147483647E8,2,11.349
6201,9790,100,260,2019-12-11 07:44:50.0,0.0,2.147483647E8,1,13.613
6201,9796,100,268,2019-12-11 07:45:48.0,4.0,8.2,0,9.129
6201,9806,100,259,2019-12-11 19:39:29.0,0.0,2.147483647E8,52,230.96
6201,9808,100,1457,2019-12-11 19:40:25.0,0.0,2.147483647E8,3,10.065
6201,9810,100,1467,2019-12-11 19:42:08.0,1.0,32.8,0,9.129
6201,9811,100,260,2019-12-11 19:43:12.0,0.0,2.147483647E8,2,13.613
6201,9859,100,260,2019-12-12 07:44:53.0,0.0,2.147483647E8,3,13.613
6201,9864,100,268,2019-12-12 07:46:02.0,0.0,2.147483647E8,0,9.129
6206,9946,100,1287,2019-12-05 11:37:43.0,0.0,2.147483647E8,0,11.349
6206,9952,100,1021,2019-12-05 17:40:08.0,71.0,3.2,0,63.713
6206,9952,100,1884,2019-12-05 17:41:19.0,0.0,2.147483647E8,0,8.493
6206,9957,100,2397,2019-12-05 17:45:30.0,42.0,2.4,0,28.39
6206,9972,100,1288,2019-12-06 14:06:37.0,7.0,20.1,1,39.108
6206,9978,100,88,2019-12-06 15:38:05.0,0.0,2.147483647E8,1,11.349
6209,10021,100,57,2019-12-04 20:00:28.0,80.0,5.2,3,115.828
6209,10028,100,57,2019-12-04 20:25:38.0,2.0,208.4,5,115.828
6209,10033,100,57,2019-12-05 15:46:53.0,211.0,1.9,0,115.828
6209,10068,100,57,2019-12-05 17:30:35.0,0.0,2.147483647E8,27,115.828
6209,10069,100,16,2019-12-05 17:31:33.0,67.0,6.1,15,114.562
6209,10075,100,56,2019-12-05 19:03:53.0,101.0,5.5,0,155.606
6211,10103,100,88,2019-12-06 10:36:13.0,3.0,13.6,0,11.349
6211,10112,100,88,2019-12-06 19:17:18.0,0.0,2.147483647E8,1,11.349
6211,10113,100,1287,2019-12-06 19:17:58.0,4.0,10.2,0,11.349
6217,10343,100,1640,2019-12-04 15:18:20.0,0.0,2.147483647E8,0,43.416
6217,10343,100,442,2019-12-04 15:18:20.0,0.0,2.147483647E8,9,53.678
6217,10343,100,1642,2019-12-04 15:18:20.0,0.0,2.147483647E8,24,57.37
6217,10343,100,444,2019-12-04 15:18:20.0,0.0,2.147483647E8,62,85.598
6217,10343,100,1832,2019-12-04 15:18:20.0,0.0,2.147483647E8,17,19.075
6217,10343,100,1673,2019-12-04 15:18:20.0,0.0,2.147483647E8,82,77.947
6217,10343,100,1668,2019-12-04 15:18:20.0,939.0,0.2,76,71.816
6217,10343,100,468,2019-12-04 15:33:59.0,0.0,2.147483647E8,6,7.4529999999999985
6217,10343,100,471,2019-12-04 15:33:59.0,0.0,2.147483647E8,54,76.487
6217,10343,100,1094,2019-12-04 15:33:59.0,0.0,2.147483647E8,22,46.29
6217,10343,100,1313,2019-12-04 15:33:59.0,0.0,2.147483647E8,21,88.488
6217,10344,100,56,2019-12-04 15:42:23.0,184.0,3.0,4,155.606
6217,10344,100,137,2019-12-04 15:45:27.0,6.0,5.1,0,8.663
6217,10344,100,1335,2019-12-04 15:45:33.0,54.0,5.4,0,81.71300000000002
6217,10344,100,1333,2019-12-04 15:46:27.0,45.0,2.6,1,33.746
6217,10344,100,133,2019-12-04 15:47:12.0,102.0,3.9,0,112.905
6217,10347,100,1325,2019-12-04 15:51:50.0,191.0,0.7,0,42.01600000000001
6217,10348,100,1320,2019-12-04 16:05:08.0,3.0,7.5,0,6.3210000000000015
6217,10348,100,1177,2019-12-04 16:05:11.0,15.0,5.2,0,21.938
6217,10348,100,1178,2019-12-04 16:05:26.0,32.0,4.0,0,35.674
6217,10348,100,29,2019-12-04 16:05:58.0,29.0,4.1,0,33.568000000000005
6217,10360,100,289,2019-12-04 16:10:06.0,56.0,4.0,0,62.754
6217,10360,100,1117,2019-12-04 16:11:02.0,4.0,6.5,0,7.269
6220,10891,100,88,2019-12-05 15:10:54.0,0.0,2.147483647E8,2,11.349
6220,10927,100,107,2019-12-06 12:08:03.0,104.0,3.0,0,89.415
6220,10927,100,1265,2019-12-06 12:09:47.0,66.0,4.5,0,83.47
6220,10927,100,63,2019-12-06 12:10:53.0,0.0,2.147483647E8,0,7.45
6220,10927,100,2288,2019-12-06 12:10:53.0,70.0,3.3,0,64.883
6220,10927,100,1856,2019-12-06 12:12:03.0,3.0,7.8,0,6.564
6220,10927,100,1480,2019-12-06 12:12:06.0,42.0,4.7,0,54.856
6220,10927,100,278,2019-12-06 12:12:48.0,8.0,3.9,0,8.672
6220,10927,100,1475,2019-12-06 12:12:56.0,26.0,5.2,0,37.751
6220,10927,100,1473,2019-12-06 12:13:22.0,150.0,0.9,8,39.715
6220,10933,100,260,2019-12-06 12:18:54.0,0.0,2.147483647E8,2,13.613
6220,10936,100,88,2019-12-06 12:54:10.0,0.0,2.147483647E8,0,11.349
6222,11084,100,2296,2019-12-05 14:41:14.0,37.0,3.6,0,37.239
6222,11084,100,1098,2019-12-05 14:41:51.0,28.0,3.7,0,29.296
6222,11084,100,1105,2019-12-05 14:42:19.0,53.0,2.0,0,29.959
6222,11084,100,1110,2019-12-05 14:43:12.0,0.0,2.147483647E8,0,7.484
6223,11106,100,946,2019-12-06 12:53:36.0,0.0,2.147483647E8,7,56.584
6223,11106,100,2177,2019-12-06 12:53:36.0,0.0,2.147483647E8,0,7.322
6223,11106,100,979,2019-12-06 12:53:36.0,17.0,8.8,1,41.674
6223,11106,100,1281,2019-12-06 12:53:53.0,13.0,3.8,0,13.901
6223,11106,100,84,2019-12-06 12:54:06.0,31.0,6.3,1,54.62600000000001
